cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
2901,212.88,polyline,,,1.7553,,,9,
3373,211.49,polyline,,,1.6074,,,11,
3026,211.49,polyline,,,0.9844,,,11,
4123,211.49,cc_longest,180.0,1.2107,1.8358,3.022,117.1,13,"446,386;442,394"
597,208.14,polyline,,,1.773,,,10,
2357,208.14,polyline,,,1.4623,,,10,
181,208.14,polyline,,,1.8057,,,10,
231,208.14,polyline,,,1.226,,,10,
3815,208.14,polyline,,,1.744,,,10,
1661,208.14,polyline,,,1.4993,,,10,
2109,200.05,polyline,,,1.2105,,,10,
4474,200.05,polyline,,,1.8438,,,10,
3297,200.05,cc_longest,180.0,1.1452,0.9398,1.484,125.5,11,"357,34;353,42"
768,200.05,polyline,,,4.1145,,,10,
4318,200.05,polyline,,,2.4379,,,10,
3512,196.7,polyline,,,1.3674,,,13,
906,196.7,polyline,,,1.3177,,,9,
173,196.7,cc_longest,180.0,1.0675,1.9678,4.415,180.0,9,"25,143;20,135"
4365,196.7,polyline,,,1.425,,,9,
227,196.7,cc_longest,180.0,1.0675,1.5588,3.284,152.6,9,"31,438;26,430"
1417,191.96,cc_longest,180.0,1.066,1.6046,3.721,162.9,10,"150,509;141,511"
4666,188.61,cc_longest,180.0,1.268,1.5792,2.575,108.5,9,"506,49;499,52"
3178,188.61,polyline,,,0.7536,,,9,
1022,188.61,polyline,,,1.1351,,,9,
3606,188.61,cc_longest,180.0,1.0797,2.4222,5.163,166.4,9,"392,312;384,308"
2664,188.61,polyline,,,0.9127,,,9,
150,188.61,polyline,,,1.3202,,,9,
225,185.26,cc_longest,180.0,1.0288,2.4175,6.592,171.1,12,"31,413;25,406"
3216,183.87,polyline,,,1.149,,,10,
4611,180.52,cc_longest,180.0,1.1464,2.1322,4.263,175.1,9,"502,69;494,70"
1026,177.17,cc_longest,180.0,1.069,1.5382,2.853,180.0,8,"106,54;100,60"
3140,177.17,polyline,,,1.2298,,,8,
3893,177.17,cc_longest,180.0,1.1911,1.0885,1.656,143.9,10,"424,76;417,79"
2359,177.17,polyline,,,1.0086,,,8,
2623,177.17,polyline,,,1.408,,,8,
2450,172.43,polyline,,,0.9058,,,9,
1889,169.08,polyline,,,0.9099,,,8,
3220,169.08,polyline,,,0.8569,,,8,
4545,165.73,polyline,,,1.1257,,,7,
3329,160.99,cc_longest,180.0,1.0823,1.5117,2.485,161.5,8,"361,497;354,494"
3115,160.99,polyline,,,1.282,,,8,
1356,160.99,polyline,,,0.9979,,,8,
3494,160.99,polyline,,,1.2655,,,8,
474,160.99,polyline,,,0.9327,,,8,
281,157.64,polyline,,,1.1746,,,7,
873,157.64,cc_longest,180.0,1.0334,2.0851,2.76,163.2,7,"89,251;84,245"
3032,157.64,polyline,,,1.0735,,,7,
3304,157.64,polyline,,,0.841,,,7,
559,157.64,polyline,,,1.115,,,7,
685,157.64,cc_longest,180.0,1.2032,1.5205,2.377,106.8,7,"69,459;66,453"
2099,156.25,polyline,,,0.926,,,0,
4247,156.25,polyline,,,1.0952,,,9,
4344,152.9,polyline,,,1.0352,,,8,
4328,152.9,polyline,,,1.3787,,,8,
2,152.9,polyline,,,0.7454,,,0,
2615,152.9,polyline,,,1.0486,,,8,
543,152.9,cc_longest,180.0,1.2226,1.7399,2.335,112.5,8,"59,154;54,150"
2303,152.9,polyline,,,1.531,,,9,
2976,149.55,cc_longest,180.0,1.0618,1.5155,2.246,163.2,7,"322,183;316,187"
3987,149.55,polyline,,,1.1225,,,7,
3170,149.55,polyline,,,0.9958,,,0,
4409,149.55,cc_longest,180.0,1.0828,1.733,3.083,163.2,7,"479,56;474,61"
523,149.55,polyline,,,0.881,,,7,
3466,149.55,cc_longest,180.0,1.2107,1.7559,2.598,123.7,7,"375,509;369,507"
2323,144.81,cc_longest,180.0,1.1723,3.1977,4.79,135.0,8,"244,189;238,187"
294,141.46,polyline,,,0.9082,,,0,
3183,141.46,polyline,,,0.8676,,,7,
2201,141.46,polyline,,,1.1367,,,7,
3144,141.46,polyline,,,1.3829,,,7,
1429,141.46,polyline,,,0.9708,,,0,
2194,141.46,polyline,,,0.8576,,,7,
2660,141.46,polyline,,,0.9411,,,7,
3344,141.46,polyline,,,1.0964,,,7,
491,141.46,polyline,,,1.2659,,,0,
2394,141.46,polyline,,,0.9479,,,7,
1342,141.46,polyline,,,0.8934,,,7,
2620,141.46,polyline,,,1.1877,,,7,
1420,141.46,cc_longest,180.0,1.1311,2.0926,3.72,146.3,7,"146,275;142,270"
3792,138.11,polyline,,,0.8848,,,6,
1235,138.11,cc_longest,180.0,1.0,1.5437,2.856,180.0,6,"124,473;119,468"
1027,136.72,polyline,,,1.4402,,,8,
4005,133.37,cc_longest,180.0,1.0797,1.736,4.043,151.8,7,"431,212;429,206"
3370,133.37,polyline,,,1.3512,,,7,
22,133.37,cc_longest,180.0,1.1711,1.6908,2.762,118.2,7,"5,503;0,500"
6,133.37,polyline,,,0.8778,,,7,
824,133.37,cc_longest,180.0,1.1381,1.1858,2.115,180.0,8,"79,222;85,222"
2953,133.37,polyline,,,0.9431,,,7,
4007,133.37,polyline,,,0.9721,,,0,
2839,125.28,cc_longest,180.0,1.0545,1.5891,4.164,180.0,7,"306,428;300,427"
3750,125.28,polyline,,,1.1634,,,7,
3093,125.28,polyline,,,0.806,,,7,
2216,125.28,polyline,,,0.8676,,,7,
1875,125.28,polyline,,,1.2215,,,9,
2341,121.93,polyline,,,0.9449,,,6,
3942,121.93,polyline,,,1.4596,,,6,
4221,121.93,polyline,,,1.0977,,,0,
1149,121.93,cc_longest,180.0,1.2243,1.5344,2.376,106.8,6,"116,274;111,275"
2229,121.93,polyline,,,0.9001,,,6,
4533,121.93,polyline,,,1.2626,,,6,
1987,121.93,polyline,,,1.4543,,,8,
1607,121.93,polyline,,,0.9461,,,6,
3569,121.93,polyline,,,1.2894,,,6,
175,121.93,polyline,,,0.8677,,,6,
1685,121.93,polyline,,,1.2364,,,6,
4735,117.19,polyline,,,1.0126,,,7,
4049,117.19,cc_longest,180.0,1.0,2.7372,6.401,180.0,7,"439,395;433,395"
1401,117.19,polyline,,,0.9419,,,7,
4149,113.84,polyline,,,0.7463,,,6,
34,113.84,polyline,,,0.8725,,,6,
1033,113.84,cc_longest,180.0,1.1657,1.8574,2.465,146.3,6,"103,253;100,249"
1611,113.84,polyline,,,0.7975,,,6,
2906,113.84,polyline,,,0.9354,,,6,
146,113.84,polyline,,,1.2672,,,6,
2899,113.84,polyline,,,0.9191,,,6,
2139,113.84,polyline,,,0.7964,,,6,
1107,113.84,polyline,,,0.8994,,,0,
3305,113.84,cc_longest,180.0,1.0823,2.231,5.129,151.8,6,"357,327;352,325"
2671,113.84,polyline,,,0.9631,,,6,
625,113.84,polyline,,,1.1475,,,6,
970,113.84,polyline,,,1.0871,,,6,
230,113.84,polyline,,,0.9108,,,6,
2968,113.84,polyline,,,0.7886,,,6,
54,105.75,polyline,,,0.7329,,,6,
4481,105.75,cc_longest,180.0,1.2107,1.6238,2.306,118.2,6,"485,195;481,197"
899,105.75,polyline,,,1.1303,,,6,
3533,105.75,polyline,,,1.3673,,,6,
4569,105.75,polyline,,,0.9576,,,6,
759,105.75,polyline,,,0.8183,,,6,
1687,105.75,polyline,,,1.4002,,,6,
595,105.75,polyline,,,0.8964,,,6,
4621,105.75,polyline,,,0.7863,,,6,
1373,105.75,cc_longest,180.0,1.0618,1.3518,2.709,151.8,7,"136,469;135,464"
2490,105.75,polyline,,,0.9714,,,6,
3267,105.75,polyline,,,1.2619,,,6,
2287,105.75,polyline,,,0.9842,,,6,
4343,105.75,polyline,,,0.9039,,,6,
1132,105.75,cc_longest,180.0,1.0618,2.2517,3.49,151.8,6,"111,33;110,38"
3585,102.4,cc_longest,180.0,1.0485,1.8679,2.898,180.0,5,"385,320;381,323"
2608,102.4,polyline,,,1.1449,,,5,
1095,102.4,polyline,,,0.71,,,5,
2824,102.4,polyline,,,0.7001,,,5,
2902,102.4,polyline,,,0.8145,,,0,
2903,102.4,polyline,,,1.3701,,,0,
