cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
2938,631.13,cc_longest,176.52,1.1116,2.2662,4.291,167.6,46,"192,368;163,366"
666,624.43,cc_longest,136.22,1.39,3.3232,6.814,132.6,31,"44,189;67,189"
1875,619.69,cc_longest,159.55,1.3444,2.0261,5.455,118.6,44,"121,398;107,417"
812,616.33,polyline,,,1.881,,,0,
2711,616.33,polyline,,,1.4099,,,30,
2504,612.98,cc_longest,151.43,1.2554,1.7439,6.847,177.1,98,"140,423;155,443"
5039,612.98,cc_longest,140.65,1.1957,2.5863,4.443,176.8,44,"291,278;274,258"
7327,609.63,cc_longest,158.96,1.2455,1.902,4.294,162.1,33,"416,121;394,109"
4383,608.24,cc_longest,128.78,1.2417,1.8802,3.752,157.1,74,"266,143;264,118"
5852,601.54,cc_longest,146.31,1.1872,2.2828,6.083,124.8,32,"332,151;320,128"
1663,592.06,cc_longest,160.49,1.2125,2.8631,5.223,170.9,84,"117,240;97,255"
5031,588.71,cc_longest,160.63,1.1036,2.6997,5.615,173.0,49,"296,75;271,86"
914,588.71,polyline,,,2.2898,,,67,
5450,582.01,cc_longest,126.49,1.2065,1.6112,2.689,139.1,63,"309,490;296,511"
8103,577.27,polyline,,,1.3364,,,0,
8120,572.53,polyline,,,1.3787,,,42,
5887,569.18,cc_longest,141.01,1.226,1.275,3.357,150.7,50,"340,0;317,6"
5528,565.83,cc_longest,161.57,1.2029,1.2543,2.303,163.2,34,"314,30;296,14"
574,561.09,cc_longest,129.09,1.3337,1.4228,5.427,135.2,34,"57,241;37,233"
6478,557.74,cc_longest,176.27,1.1386,1.9507,4.235,175.7,44,"365,165;355,142"
1825,556.35,cc_longest,136.08,1.2895,2.2789,5.926,140.8,53,"130,493;108,491"
150,551.04,cc_longest,171.38,1.0687,2.0304,3.856,163.8,34,"26,290;10,269"
4189,533.47,cc_longest,161.85,1.2847,1.6155,3.856,118.9,31,"241,380;227,396"
2927,526.77,cc_longest,153.43,1.2829,2.4721,4.087,155.6,166,"184,136;183,115"
3824,518.68,polyline,,,2.1156,,,0,
1252,515.33,cc_longest,128.66,1.3868,1.7761,4.078,114.6,52,"80,267;81,286"
1977,495.8,cc_longest,180.0,1.2199,1.7608,4.49,165.9,34,"130,115;113,103"
2563,494.41,cc_longest,135.0,1.3977,2.1056,7.088,161.5,41,"144,105;142,87"
37,494.41,polyline,,,2.6438,,,0,
2793,489.67,cc_longest,168.69,1.3034,2.0553,3.802,119.8,78,"171,47;162,30"
3376,486.32,cc_longest,160.56,1.2497,2.7823,6.863,137.3,54,"208,6;189,0"
5088,479.62,cc_longest,180.0,1.388,1.3331,2.605,135.8,42,"291,4;278,16"
8159,479.62,cc_longest,180.0,1.2142,1.4127,2.523,137.8,42,"451,180;448,200"
398,479.62,cc_longest,180.0,1.0758,1.965,3.277,170.9,30,"46,0;26,11"
1885,478.23,cc_longest,144.46,1.2977,1.9515,3.94,123.7,42,"124,283;108,293"
8108,474.88,cc_longest,153.43,1.2941,1.5337,2.865,147.8,30,"445,448;437,465"
28,458.7,cc_longest,154.44,1.216,1.8777,5.031,143.9,23,"20,265;2,258"
7390,451.99,cc_longest,180.0,1.1919,2.3758,4.844,169.3,51,"408,82;397,66"
7726,451.99,cc_longest,180.0,1.1279,1.5468,3.146,165.4,28,"430,93;415,107"
5124,450.61,polyline,,,2.2397,,,135,
6255,443.9,cc_longest,180.0,1.1225,1.7481,4.411,176.4,33,"339,157;346,176"
6527,431.08,cc_longest,180.0,1.2894,1.637,3.204,151.3,38,"370,86;353,88"
2740,424.37,polyline,,,1.5803,,,36,
2624,422.99,polyline,,,2.5963,,,0,
4939,421.02,cc_longest,180.0,1.2529,2.0413,3.919,138.2,38,"271,303;281,289"
12,411.54,cc_longest,180.0,1.1427,1.3492,2.593,157.8,40,"6,128;2,110"
400,408.19,polyline,,,1.5288,,,0,
5025,400.1,cc_longest,180.0,1.1988,2.4684,5.493,151.3,34,"288,444;272,438"
6306,396.75,cc_longest,180.0,1.1949,2.653,4.514,163.2,50,"354,360;346,345"
7078,396.75,polyline,,,1.2789,,,0,
4537,395.36,polyline,,,2.1499,,,62,
7753,393.4,cc_longest,180.0,1.1828,1.5909,3.036,162.7,29,"429,254;416,265"
5618,388.66,polyline,,,1.7986,,,42,
5607,385.31,cc_longest,180.0,1.108,2.6291,6.678,174.4,34,"314,220;300,209"
5280,385.31,cc_longest,180.0,1.2924,2.4092,7.957,132.0,35,"297,416;284,408"
3616,380.57,polyline,,,1.8484,,,35,
7110,380.57,cc_longest,180.0,1.0808,1.2348,2.427,164.0,36,"388,253;382,270"
3556,380.57,cc_longest,180.0,1.3107,1.9697,4.792,125.0,24,"208,20;197,10"
8111,377.22,polyline,,,2.217,,,17,
6946,377.22,polyline,,,1.1232,,,0,
4658,373.87,cc_longest,180.0,1.3779,1.0571,2.218,131.5,21,"260,21;253,9"
2209,372.48,cc_longest,180.0,1.1048,2.2527,8.622,173.8,41,"141,402;124,399"
5940,369.13,polyline,,,1.7002,,,0,
6071,369.13,cc_longest,180.0,1.32,2.0574,2.907,167.9,36,"327,230;341,227"
551,361.04,cc_longest,180.0,1.3006,1.7,3.923,113.5,24,"47,70;36,79"
56,361.04,cc_longest,180.0,1.2817,1.4105,2.78,130.5,31,"11,52;3,64"
5497,357.69,polyline,,,1.7232,,,0,
4000,357.69,cc_longest,180.0,1.1166,1.8029,3.879,177.1,17,"227,493;217,506"
322,356.3,cc_longest,180.0,1.2135,1.6262,3.352,160.7,34,"22,473;21,488"
5456,354.34,polyline,,,1.3932,,,18,
8144,354.34,cc_longest,180.0,1.3914,1.1902,1.733,146.5,26,"449,288;436,289"
4285,352.95,cc_longest,180.0,1.3008,1.5606,3.146,148.8,18,"240,13;233,1"
4777,349.6,cc_longest,180.0,1.3728,1.8619,3.82,160.9,23,"265,262;264,249"
4422,346.25,cc_longest,180.0,1.1925,1.8374,3.361,178.5,22,"247,351;242,365"
3662,346.25,cc_longest,180.0,1.3637,2.0119,7.507,128.1,30,"209,109;204,97"
6906,344.86,polyline,,,1.6034,,,0,
7834,344.86,polyline,,,1.9191,,,0,
7889,344.86,polyline,,,1.3929,,,17,
5359,341.51,cc_longest,180.0,1.2855,1.3308,2.785,136.6,22,"296,128;288,117"
3844,341.51,polyline,,,1.4613,,,27,
7168,333.42,cc_longest,180.0,1.3093,1.5501,4.898,140.6,24,"391,404;390,391"
569,333.42,cc_longest,180.0,1.3093,1.8167,6.467,155.8,43,"49,26;42,15"
2588,333.42,polyline,,,2.29,,,56,
1137,330.07,polyline,,,1.7182,,,15,
8244,330.07,polyline,,,1.4529,,,0,
729,330.07,cc_longest,180.0,1.2425,2.0273,3.6,178.7,31,"47,34;60,38"
7722,330.07,cc_longest,180.0,1.3845,1.2836,2.532,131.2,21,"415,40;422,50"
3307,330.07,cc_longest,180.0,1.1368,2.115,4.961,167.1,39,"194,300;184,289"
2211,330.07,cc_longest,180.0,1.2848,1.2509,3.256,166.5,25,"124,430;137,432"
1673,330.07,polyline,,,2.1409,,,16,
5675,326.72,cc_longest,180.0,1.283,1.3127,2.324,169.5,18,"315,165;304,158"
3951,326.72,cc_longest,180.0,1.177,1.4667,2.495,174.1,15,"226,423;215,414"
5166,325.33,polyline,,,1.342,,,0,
4241,321.98,cc_longest,180.0,1.1657,1.5702,3.317,169.2,16,"232,295;230,309"
743,321.98,cc_longest,180.0,1.1657,1.3762,3.511,176.8,17,"49,398;51,384"
884,321.98,polyline,,,1.6759,,,0,
6972,318.63,polyline,,,1.2367,,,0,
1774,318.63,cc_longest,180.0,1.2403,1.4218,3.057,175.9,27,"115,153;102,151"
7314,318.63,cc_longest,180.0,1.3548,1.4605,2.844,156.1,24,"402,278;393,270"
1723,317.24,polyline,,,1.8146,,,16,
41,317.24,cc_longest,180.0,1.1485,1.43,2.626,151.6,23,"16,402;2,404"
1569,313.89,cc_longest,180.0,1.3166,1.8534,3.378,97.6,21,"99,342;92,352"
1311,313.89,cc_longest,180.0,1.3166,1.9092,4.235,168.8,23,"89,425;79,418"
2502,313.89,polyline,,,1.3489,,,0,
5165,313.89,polyline,,,1.6276,,,0,
7505,313.89,polyline,,,1.7416,,,40,
5760,313.89,polyline,,,1.5168,,,0,
5347,310.54,polyline,,,1.2504,,,18,
6793,310.54,polyline,,,1.2418,,,0,
2725,307.19,cc_longest,180.0,1.2715,1.6624,3.734,127.8,24,"163,395;151,392"
944,305.8,polyline,,,1.5406,,,0,
1536,305.8,polyline,,,1.1044,,,0,
7716,305.8,polyline,,,1.6083,,,70,
1728,302.45,cc_longest,180.0,1.286,3.6556,9.887,105.4,24,"112,63;100,62"
1443,302.45,polyline,,,1.5754,,,0,
587,302.45,polyline,,,1.6549,,,0,
1154,297.71,cc_longest,180.0,1.086,1.9325,3.485,169.8,20,"84,189;70,190"
7620,294.36,polyline,,,1.9395,,,0,
855,294.36,polyline,,,1.0439,,,14,
2180,294.36,cc_longest,180.0,1.3218,1.8858,4.087,106.0,23,"134,252;123,255"
7381,294.36,polyline,,,3.0832,,,114,
6924,291.01,polyline,,,1.3718,,,0,
6323,291.01,polyline,,,1.3813,,,16,
5845,289.62,cc_longest,180.0,1.3005,1.9097,4.354,96.2,22,"324,54;315,61"
5880,287.65,cc_longest,180.0,1.2629,1.7222,4.01,119.7,16,"316,383;322,393"
220,286.27,cc_longest,180.0,1.1697,1.2838,2.661,135.8,18,"25,455;14,449"
2714,286.27,cc_longest,180.0,1.355,1.1213,2.073,122.8,25,"160,410;154,419"
138,282.92,polyline,,,1.4714,,,0,
6319,282.92,cc_longest,180.0,1.2704,1.7024,4.202,123.5,17,"352,189;341,192"
5526,282.92,cc_longest,180.0,1.111,2.0089,4.172,153.6,26,"306,406;295,399"
1014,279.56,polyline,,,1.632,,,0,
3162,274.83,cc_longest,180.0,1.1376,1.3526,2.717,176.2,21,"181,426;178,438"
4351,274.83,cc_longest,180.0,1.2586,1.4759,2.408,136.5,16,"248,241;237,243"
7847,274.83,polyline,,,1.284,,,16,
6222,274.83,cc_longest,180.0,1.2586,1.9529,5.608,131.3,24,"346,146;335,148"
762,274.83,cc_longest,180.0,1.0824,1.7615,3.27,161.6,27,"55,436;50,448"
514,274.83,polyline,,,1.7824,,,17,
2802,274.83,cc_longest,180.0,1.1685,1.1872,1.874,136.4,28,"156,215;164,206"
2508,274.83,cc_longest,180.0,1.0824,1.893,5.064,156.8,16,"150,484;138,479"
3072,274.83,polyline,,,1.3155,,,0,
7049,274.83,polyline,,,1.6675,,,0,
2407,274.83,cc_longest,180.0,1.3009,1.8485,3.167,176.7,26,"134,505;140,496"
3195,271.47,cc_longest,180.0,1.2191,1.1837,2.785,134.6,25,"183,506;176,497"
1779,271.47,cc_longest,180.0,1.2905,1.7277,6.343,106.1,21,"106,355;102,345"
4103,266.74,polyline,,,1.1344,,,13,
7221,266.74,polyline,,,1.9643,,,22,
1893,266.74,polyline,,,1.3521,,,22,
1777,263.38,cc_longest,180.0,1.1521,1.6941,2.438,175.1,15,"106,292;102,281"
3160,263.38,polyline,,,2.1403,,,0,
5986,263.38,cc_longest,180.0,1.3692,1.4507,2.434,114.0,15,"326,406;322,415"
3738,263.38,polyline,,,1.6051,,,0,
837,262.0,cc_longest,180.0,1.3414,1.9699,4.062,96.2,16,"62,211;54,217"
2729,258.65,cc_longest,180.0,1.0997,2.0445,4.828,150.2,16,"164,25;152,24"
1050,258.65,polyline,,,1.3519,,,13,
3390,258.65,polyline,,,1.2779,,,15,
4269,255.29,cc_longest,180.0,1.1834,1.5858,3.087,132.5,30,"235,41;234,30"
6498,255.29,cc_longest,180.0,1.3071,1.5825,3.853,107.6,13,"358,194;352,202"
787,255.29,polyline,,,1.3063,,,0,
5663,255.29,polyline,,,1.4591,,,22,
712,255.29,polyline,,,1.6065,,,15,
1438,255.29,cc_longest,180.0,1.2817,2.0874,4.856,141.0,15,"95,283;85,285"
4345,251.94,polyline,,,1.9314,,,11,
5474,251.94,polyline,,,2.1648,,,11,
1446,251.94,polyline,,,1.4991,,,11,
5813,251.94,cc_longest,180.0,1.3991,1.6267,3.3,147.2,14,"313,35;320,41"
1596,250.56,cc_longest,180.0,1.069,1.4051,2.998,152.2,18,"93,508;93,496"
6795,247.2,polyline,,,4.2287,,,0,
6756,247.2,cc_longest,180.0,1.0813,2.1349,4.828,179.1,13,"369,120;365,109"
735,247.2,polyline,,,1.694,,,13,
6944,247.2,polyline,,,1.5643,,,0,
7551,247.2,cc_longest,180.0,1.3728,3.2469,9.822,112.3,21,"414,262;405,264"
6612,247.2,polyline,,,1.2748,,,12,
1077,243.85,polyline,,,1.7248,,,0,
959,243.85,polyline,,,1.1173,,,0,
7488,243.85,polyline,,,2.0702,,,11,
5509,239.11,cc_longest,180.0,1.1367,1.2725,3.394,178.7,23,"300,89;296,99"
5981,239.11,polyline,,,0.8994,,,19,
6141,239.11,polyline,,,2.3367,,,0,
6468,235.76,polyline,,,1.4508,,,11,
3906,235.76,cc_longest,180.0,1.116,1.4902,3.01,153.3,15,"219,308;213,317"
1214,235.76,polyline,,,1.2978,,,78,
4558,235.76,cc_longest,180.0,1.2795,1.2546,2.895,100.8,18,"247,62;252,54"
3340,235.76,polyline,,,1.3041,,,0,
5688,235.76,polyline,,,1.6121,,,0,
5782,235.76,cc_longest,180.0,1.2256,1.0394,1.701,130.8,16,"312,186;316,195"
6265,235.76,polyline,,,1.4293,,,11,
5644,235.76,polyline,,,1.7259,,,0,
6672,235.76,cc_longest,180.0,1.3093,1.0728,1.754,123.5,15,"361,60;368,54"
2603,231.02,cc_longest,180.0,1.283,1.21,2.633,106.7,16,"151,83;144,77"
2082,227.67,polyline,,,1.0744,,,0,
471,227.67,polyline,,,1.0642,,,0,
4940,227.67,polyline,,,1.0379,,,19,
2,227.67,polyline,,,1.3647,,,0,
7376,227.67,polyline,,,2.0147,,,0,
5869,224.32,polyline,,,5.0384,,,0,
6470,224.32,polyline,,,2.337,,,0,
8177,224.32,polyline,,,1.7818,,,0,
2470,224.32,polyline,,,1.1043,,,10,
2515,224.32,polyline,,,1.0405,,,0,
2095,219.58,polyline,,,1.9793,,,11,
919,219.58,polyline,,,1.8483,,,11,
7274,219.58,cc_longest,180.0,1.1187,1.4744,2.326,140.4,12,"392,156;391,166"
6982,219.58,polyline,,,1.5202,,,0,
5196,219.58,cc_longest,180.0,1.1187,1.4538,3.502,169.3,16,"289,65;279,66"
3608,219.58,cc_longest,180.0,1.1187,1.6141,3.799,174.7,15,"199,172;209,171"
224,216.23,polyline,,,1.8121,,,0,
2823,216.23,polyline,,,1.3935,,,18,
1276,216.23,polyline,,,2.2585,,,0,
229,216.23,polyline,,,1.9096,,,0,
688,216.23,cc_longest,180.0,1.1183,1.5033,2.345,148.0,12,"50,504;43,511"
5598,216.23,polyline,,,1.1979,,,10,
405,216.23,cc_longest,180.0,1.3426,1.3204,2.115,93.8,13,"35,22;27,20"
2401,216.23,cc_longest,180.0,1.1071,1.6017,2.595,142.7,14,"139,345;133,337"
6278,216.23,polyline,,,1.2522,,,10,
8149,216.23,cc_longest,180.0,1.2378,1.8685,2.577,145.6,36,"444,385;448,393"
4031,216.23,cc_longest,180.0,1.3839,1.6144,3.232,166.2,11,"220,331;220,323"
33,216.23,polyline,,,1.1852,,,0,
6626,216.23,polyline,,,1.3106,,,10,
2915,216.23,cc_longest,180.0,1.1183,1.8224,3.254,157.2,20,"169,158;162,165"
4381,216.23,polyline,,,1.4075,,,12,
7648,216.23,polyline,,,1.3523,,,0,
2940,212.88,polyline,,,1.2198,,,9,
7795,211.49,polyline,,,1.8162,,,11,
7720,211.49,polyline,,,1.4721,,,11,
2175,208.14,polyline,,,1.1417,,,10,
4473,208.14,cc_longest,180.0,1.1296,1.4748,2.546,166.3,12,"251,80;243,85"
3571,208.14,polyline,,,1.2795,,,13,
3437,208.14,polyline,,,1.4014,,,0,
6645,208.14,polyline,,,1.6769,,,10,
2539,208.14,polyline,,,1.8884,,,10,
1677,208.14,polyline,,,1.4176,,,10,
1126,208.14,polyline,,,1.3498,,,25,
1758,208.14,polyline,,,1.7256,,,0,
4458,208.14,polyline,,,1.5237,,,11,
5725,208.14,cc_longest,180.0,1.3645,2.0212,5.425,121.7,11,"312,235;307,229"
5502,208.14,cc_longest,180.0,1.3218,1.4481,2.082,121.7,13,"301,294;297,301"
6761,208.14,cc_longest,180.0,1.1841,1.9004,3.347,141.1,11,"374,203;365,203"
5020,208.14,polyline,,,1.2066,,,10,
5538,208.14,polyline,,,1.9882,,,0,
1213,204.79,polyline,,,1.3698,,,14,
7355,204.79,polyline,,,3.1055,,,9,
2282,204.79,polyline,,,1.2102,,,0,
7196,204.79,polyline,,,1.9194,,,9,
1897,200.05,polyline,,,1.5297,,,13,
2248,200.05,polyline,,,1.6535,,,16,
3371,200.05,polyline,,,2.4417,,,0,
706,200.05,cc_longest,180.0,1.1311,1.6385,2.509,168.3,11,"47,251;46,260"
5687,200.05,polyline,,,2.9201,,,14,
5716,200.05,polyline,,,1.3021,,,10,
3991,200.05,polyline,,,2.2402,,,14,
8270,200.05,cc_longest,180.0,1.0797,1.7043,3.546,165.4,16,"447,249;450,258"
6854,200.05,polyline,,,1.4724,,,0,
3049,200.05,cc_longest,180.0,1.1907,2.7153,8.601,117.1,15,"174,472;169,465"
3509,200.05,polyline,,,1.4206,,,10,
3008,200.05,polyline,,,1.4183,,,0,
6903,200.05,cc_longest,180.0,1.1452,2.2857,6.861,130.8,12,"380,377;372,381"
2290,200.05,polyline,,,1.3816,,,19,
3179,200.05,polyline,,,2.0536,,,0,
1296,196.7,cc_longest,180.0,1.1787,1.5886,2.481,143.9,15,"80,442;77,434"
5371,196.7,cc_longest,180.0,1.2492,1.6238,2.94,107.8,9,"288,463;287,455"
4235,196.7,polyline,,,1.3086,,,9,
2902,196.7,polyline,,,1.3415,,,10,
7001,196.7,polyline,,,1.3971,,,11,
5611,196.7,cc_longest,180.0,1.0675,1.3526,2.455,170.8,13,"305,278;300,270"
7865,196.7,polyline,,,1.4208,,,9,
2072,196.7,cc_longest,180.0,1.0675,1.6972,2.75,135.0,9,"122,322;117,330"
7737,196.7,polyline,,,1.173,,,9,
6840,196.7,polyline,,,1.4393,,,0,
5879,196.7,polyline,,,1.2006,,,0,
3435,191.96,polyline,,,1.1963,,,10,
1279,191.96,polyline,,,1.3958,,,21,
5608,191.96,polyline,,,1.1205,,,11,
39,191.96,cc_longest,180.0,1.092,1.2834,1.815,180.0,14,"2,375;11,375"
8104,191.96,polyline,,,1.49,,,0,
517,191.96,polyline,,,1.2379,,,0,
3157,188.61,polyline,,,1.2365,,,9,
1701,188.61,polyline,,,1.0637,,,9,
6744,188.61,cc_longest,180.0,1.2071,1.5988,3.752,130.7,10,"364,264;364,256"
3610,188.61,cc_longest,180.0,1.0797,1.9741,4.511,175.6,9,"207,213;199,209"
6908,188.61,cc_longest,180.0,1.3657,1.5069,2.633,103.6,12,"377,459;376,452"
7803,188.61,cc_longest,180.0,1.1226,1.693,3.216,161.5,9,"424,477;419,484"
4036,188.61,polyline,,,1.0464,,,12,
5077,188.61,polyline,,,1.3212,,,0,
303,188.61,polyline,,,1.4346,,,0,
103,188.61,cc_longest,180.0,1.268,1.5811,3.176,166.7,9,"14,128;7,131"
2739,188.61,cc_longest,180.0,1.3392,2.1755,5.643,142.3,9,"159,56;153,52"
5407,188.61,polyline,,,1.167,,,9,
5709,188.61,cc_longest,180.0,1.1381,1.502,2.277,143.7,9,"312,138;306,132"
2021,188.61,polyline,,,0.8901,,,0,
2857,185.26,polyline,,,1.3419,,,47,
2861,185.26,polyline,,,1.1419,,,8,
7572,183.87,polyline,,,1.6825,,,0,
5295,183.87,polyline,,,1.411,,,10,
1400,180.52,polyline,,,1.4416,,,0,
8300,180.52,cc_longest,180.0,1.1834,1.6969,2.755,180.0,9,"451,110;446,104"
4905,180.52,polyline,,,1.0369,,,0,
1096,180.52,cc_longest,180.0,1.1464,1.5069,3.514,152.6,9,"71,27;67,20"
3672,180.52,cc_longest,180.0,1.1834,1.8963,4.788,143.7,13,"208,272;202,277"
19,180.52,polyline,,,1.2461,,,0,
8202,180.52,polyline,,,1.2378,,,0,
2989,180.52,polyline,,,1.5962,,,14,
2933,180.52,cc_longest,180.0,1.3778,1.598,3.41,101.0,13,"169,217;163,220"
8025,177.17,polyline,,,1.2365,,,0,
2305,177.17,polyline,,,1.1197,,,0,
6748,177.17,polyline,,,1.0304,,,8,
528,177.17,polyline,,,1.0804,,,8,
6633,177.17,cc_longest,180.0,1.0545,2.646,5.91,180.0,12,"365,482;358,477"
1975,177.17,cc_longest,180.0,1.2828,1.5536,2.565,117.3,8,"116,62;115,55"
6260,177.17,cc_longest,180.0,1.2579,1.2839,2.134,119.5,11,"341,283;337,277"
370,177.17,polyline,,,0.7443,,,0,
2416,177.17,polyline,,,1.2576,,,0,
4379,177.17,cc_longest,180.0,1.1911,1.2675,1.867,112.5,13,"239,45;246,42"
3511,177.17,polyline,,,1.4303,,,10,
7904,175.78,cc_longest,180.0,1.0,2.8134,5.177,180.0,12,"426,89;426,80"
7693,172.43,polyline,,,2.0962,,,12,
1938,172.43,cc_longest,180.0,1.2243,1.4989,2.448,107.6,12,"116,280;112,286"
5462,172.43,cc_longest,180.0,1.3959,2.2731,5.102,85.1,14,"298,261;292,263"
6642,172.43,polyline,,,1.4624,,,0,
6052,169.08,cc_longest,180.0,1.352,1.2608,2.888,178.6,12,"330,186;326,191"
11,169.08,polyline,,,1.2552,,,8,
7316,169.08,cc_longest,180.0,1.1891,1.524,1.904,148.3,8,"400,392;393,390"
1156,169.08,polyline,,,1.4839,,,8,
6467,169.08,cc_longest,180.0,1.1084,1.6935,2.89,157.8,8,"355,477;349,482"
7661,169.08,cc_longest,180.0,1.2905,1.2822,2.663,104.1,10,"417,371;411,374"
2810,169.08,cc_longest,180.0,1.1084,1.7571,3.649,166.7,8,"162,439;156,434"
5167,169.08,cc_longest,180.0,1.352,1.5627,3.01,116.6,8,"281,474;277,469"
4491,169.08,polyline,,,1.1346,,,8,
2937,169.08,polyline,,,1.2292,,,8,
1497,169.08,polyline,,,1.3416,,,0,
6508,169.08,polyline,,,1.2362,,,8,
3287,169.08,cc_longest,180.0,1.1891,1.3633,2.27,155.8,10,"184,409;182,402"
2465,169.08,polyline,,,1.3328,,,8,
937,169.08,cc_longest,180.0,1.0738,1.5732,2.476,175.6,8,"66,90;59,86"
2012,169.08,cc_longest,180.0,1.352,1.5597,2.722,126.1,8,"119,483;114,479"
6287,169.08,cc_longest,180.0,1.2367,1.7178,4.502,121.4,8,"339,76;339,69"
7426,169.08,polyline,,,1.3068,,,0,
7409,169.08,polyline,,,1.2672,,,0,
8135,169.08,polyline,,,1.0661,,,8,
5657,165.73,cc_longest,180.0,1.1767,1.6992,2.727,135.0,10,"309,91;303,95"
1997,164.34,cc_longest,180.0,1.0437,1.6147,3.783,157.5,9,"115,32;114,24"
2193,160.99,polyline,,,1.1595,,,11,
