cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
2603,2048.48,cc_longest,139.88,1.1097,2.331,5.674,173.9,138,"215,277;168,195"
1197,1904.82,cc_longest,127.44,1.157,2.8984,7.232,159.2,174,"152,479;68,486"
5742,1871.31,cc_longest,159.53,1.2506,2.6865,7.178,139.2,122,"446,128;401,190"
3957,1763.36,cc_longest,150.57,1.0958,2.7654,7.103,141.9,130,"329,15;247,23"
5213,1730.43,cc_longest,156.16,1.1821,2.8014,5.959,128.0,145,"413,423;349,462"
5657,1188.87,cc_longest,169.26,1.0811,2.7875,6.855,177.4,86,"411,15;392,68"
3707,1157.32,cc_longest,131.99,1.2554,2.3985,6.471,146.0,74,"259,72;231,110"
4140,1030.66,cc_longest,168.27,1.0749,2.3451,5.606,167.8,57,"300,81;259,108"
5413,1006.96,cc_longest,147.05,1.1321,3.6089,6.396,166.9,73,"414,287;369,280"
2404,947.79,cc_longest,146.38,1.1587,2.2876,4.963,140.1,57,"174,476;151,511"
4774,933.57,polyline,,,1.9306,,,50,
5,926.87,cc_longest,152.18,1.1805,1.7167,3.801,133.9,46,"40,35;0,39"
4947,897.86,polyline,,,4.0959,,,0,
2650,860.19,cc_longest,149.44,1.1179,1.86,4.213,135.9,55,"203,335;167,351"
5004,831.18,polyline,,,1.9315,,,0,
2408,823.09,cc_longest,175.83,1.0725,1.9659,4.828,177.3,64,"163,63;153,101"
3283,801.59,cc_longest,138.74,1.287,1.7335,4.165,136.9,47,"231,322;207,343"
5424,788.77,cc_longest,152.74,1.3918,2.0169,3.897,161.1,74,"399,216;370,217"
5160,772.58,cc_longest,161.06,1.1082,2.5509,6.402,168.1,51,"352,192;345,227"
4238,761.14,cc_longest,176.44,1.1288,2.1793,8.856,171.8,43,"268,309;274,275"
4093,749.7,cc_longest,153.84,1.1903,2.4927,6.708,158.9,47,"288,182;256,178"
5195,736.87,cc_longest,165.96,1.1649,2.1459,4.938,173.4,44,"380,146;348,141"
4735,726.82,cc_longest,174.22,1.1241,1.8583,4.427,168.9,40,"335,469;305,483"
4163,715.38,cc_longest,173.75,1.1772,2.1196,4.506,174.9,41,"284,54;262,32"
5110,695.85,cc_longest,166.18,1.2199,2.0134,4.483,168.1,35,"362,367;339,349"
4649,694.46,cc_longest,130.6,1.3696,1.7982,4.333,146.5,41,"326,491;301,484"
2830,686.37,cc_longest,158.42,1.113,1.6707,5.148,162.0,50,"185,127;179,158"
797,686.37,cc_longest,147.03,1.1313,1.8296,4.637,143.1,56,"76,31;45,33"
5102,683.02,cc_longest,158.77,1.2364,2.3454,7.215,162.8,52,"367,20;339,16"
3859,655.4,cc_longest,173.5,1.1364,2.2575,4.539,171.6,38,"240,441;266,455"
5541,640.61,polyline,,,2.3681,,,0,
5880,632.52,cc_longest,157.17,1.1905,2.2328,7.146,162.4,47,"441,456;415,448"
4732,623.04,polyline,,,2.5574,,,40,
523,616.33,cc_longest,151.39,1.3058,1.8649,6.094,130.2,63,"39,394;29,372"
376,614.95,polyline,,,1.7809,,,0,
4336,608.24,cc_longest,168.84,1.1059,1.833,3.612,172.8,40,"274,360;301,352"
456,601.54,polyline,,,2.1625,,,27,
2256,600.15,cc_longest,153.43,1.2052,1.4667,3.42,133.9,46,"158,335;141,316"
2819,586.75,cc_longest,173.59,1.0569,2.0286,6.313,173.1,28,"200,261;178,243"
1931,553.0,polyline,,,1.5908,,,32,
6091,542.95,polyline,,,1.638,,,28,
3746,541.56,polyline,,,2.305,,,49,
2671,525.38,cc_longest,130.6,1.2927,1.8436,4.516,115.8,28,"186,181;169,193"
19,522.03,cc_longest,128.16,1.35,1.8104,5.423,114.7,33,"17,254;3,240"
4060,518.68,cc_longest,156.45,1.2589,1.5386,3.381,131.3,32,"275,244;254,246"
5377,505.85,polyline,,,2.2091,,,24,
4760,494.41,cc_longest,144.9,1.1459,1.869,5.184,178.6,33,"314,250;312,272"
2414,479.62,cc_longest,180.0,1.2853,1.1287,2.183,128.0,27,"165,312;152,298"
1443,479.62,cc_longest,180.0,1.3621,1.5214,5.246,134.5,47,"93,17;87,0"
3064,471.53,cc_longest,180.0,1.3093,1.8627,5.044,145.7,26,"206,384;194,370"
3301,463.44,cc_longest,180.0,1.1051,1.8267,3.774,153.0,22,"227,369;208,359"
3908,455.35,polyline,,,1.8923,,,21,
2157,443.9,polyline,,,2.2425,,,0,
5179,443.9,cc_longest,180.0,1.2219,2.8719,9.186,167.5,32,"362,84;347,73"
2976,440.55,cc_longest,180.0,1.084,2.0336,4.306,170.4,21,"205,499;188,511"
4378,440.55,polyline,,,1.5254,,,19,
6189,439.17,cc_longest,180.0,1.1243,1.8549,4.005,145.0,31,"451,45;451,65"
3954,435.81,cc_longest,180.0,1.0824,1.5178,3.558,159.9,28,"265,444;246,436"
1020,432.46,polyline,,,1.5711,,,0,
5267,432.46,cc_longest,180.0,1.3002,1.5117,3.023,111.0,24,"372,227;355,226"
4838,427.72,polyline,,,1.9909,,,26,
1024,427.72,cc_longest,180.0,1.1912,2.3593,6.038,164.5,36,"80,235;63,242"
5392,424.37,polyline,,,1.6261,,,19,
4848,422.99,cc_longest,180.0,1.2588,2.0532,5.279,114.0,35,"330,97;316,87"
2296,419.63,cc_longest,180.0,1.1125,2.0335,4.907,165.7,28,"162,225;144,232"
5628,419.63,polyline,,,1.8641,,,20,
4495,419.63,polyline,,,3.7643,,,25,
5817,416.28,cc_longest,180.0,1.3218,1.5967,3.537,121.7,36,"412,227;410,211"
5729,400.1,cc_longest,180.0,1.1711,1.5371,3.044,157.7,23,"413,484;398,493"
6032,396.75,cc_longest,180.0,1.3542,2.0765,7.009,169.6,24,"431,84;431,69"
5320,377.22,cc_longest,180.0,1.3392,2.1558,4.104,127.0,19,"371,337;359,329"
3187,369.13,polyline,,,1.6489,,,0,
4810,365.78,cc_longest,180.0,1.0997,2.2632,6.342,165.2,20,"323,235;312,222"
2779,365.78,cc_longest,180.0,1.1314,1.663,3.013,143.9,19,"176,43;191,36"
2074,361.04,polyline,,,1.7577,,,0,
5866,357.69,polyline,,,3.5488,,,0,
988,352.95,polyline,,,2.6697,,,0,
4708,349.6,polyline,,,1.6726,,,16,
5346,348.21,polyline,,,2.6357,,,0,
3701,344.86,cc_longest,180.0,1.1167,1.4721,3.689,137.4,31,"246,492;231,497"
42,344.86,polyline,,,2.1679,,,0,
5417,341.51,cc_longest,180.0,1.3955,2.0083,4.699,101.2,20,"375,109;369,120"
5610,341.51,polyline,,,2.1826,,,0,
6202,341.51,cc_longest,180.0,1.2458,2.2311,4.826,164.8,21,"447,246;446,260"
6137,341.51,polyline,,,2.1514,,,0,
3753,338.16,cc_longest,180.0,1.1367,1.7356,4.976,168.1,19,"239,365;233,351"
2167,338.16,cc_longest,180.0,1.1084,2.0145,6.028,175.3,20,"146,474;134,464"
4407,333.42,polyline,,,1.9713,,,16,
109,333.42,cc_longest,180.0,1.2795,2.3298,5.807,141.6,21,"18,69;5,66"
2865,333.42,cc_longest,180.0,1.3093,1.603,3.695,121.0,19,"188,372;181,361"
6073,333.42,cc_longest,180.0,1.2256,1.7932,3.94,116.2,43,"437,286;442,299"
6030,333.42,cc_longest,180.0,1.0797,1.3875,2.208,177.0,32,"435,23;430,8"
5027,330.07,polyline,,,2.097,,,0,
6153,328.68,polyline,,,1.5132,,,27,
4313,328.68,polyline,,,2.758,,,38,
5153,325.33,cc_longest,180.0,1.1105,2.1281,4.645,166.4,18,"345,278;345,263"
4943,321.98,polyline,,,3.3627,,,15,
5680,321.98,polyline,,,1.2193,,,0,
1180,321.98,polyline,,,1.8699,,,0,
3203,318.63,cc_longest,180.0,1.0876,1.8103,4.766,175.3,16,"214,301;202,292"
2259,317.24,cc_longest,180.0,1.0804,2.2442,4.747,175.2,33,"143,439;144,424"
4515,315.28,polyline,,,1.3029,,,13,
1054,313.89,polyline,,,2.065,,,18,
2127,310.54,polyline,,,2.0123,,,0,
4661,310.54,polyline,,,2.7577,,,14,
1519,310.54,cc_longest,180.0,1.0768,2.3378,4.847,158.4,16,"96,129;89,116"
5356,310.54,cc_longest,180.0,1.2415,1.2104,2.086,137.5,15,"370,485;362,495"
