cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
5391,377.22,cc_longest,180.0,1.1341,1.8299,3.858,161.7,42,"361,46;374,57"
2160,377.22,cc_longest,180.0,1.1341,1.7944,4.126,156.4,27,"145,302;132,291"
4481,377.22,cc_longest,180.0,1.1711,1.3003,2.389,143.8,18,"306,396;290,400"
2024,377.22,polyline,,,2.181,,,17,
11,372.48,cc_longest,180.0,1.3622,2.1477,3.908,120.6,22,"14,170;0,170"
6667,372.48,cc_longest,180.0,1.1199,1.5421,3.627,178.2,23,"466,3;449,2"
5898,369.13,polyline,,,1.9131,,,24,
5491,364.39,polyline,,,1.105,,,21,
2896,364.39,polyline,,,1.5658,,,19,
7001,361.04,cc_longest,180.0,1.2817,2.8482,8.383,129.3,42,"486,39;478,51"
5562,361.04,polyline,,,1.2229,,,20,
3007,357.69,cc_longest,180.0,1.3465,1.6222,3.914,143.7,49,"206,436;193,440"
5891,356.3,polyline,,,1.522,,,0,
2102,349.6,polyline,,,1.739,,,25,
5219,349.6,polyline,,,2.249,,,0,
2262,346.25,cc_longest,180.0,1.0809,2.5614,3.714,169.5,20,"138,423;151,413"
3366,346.25,cc_longest,180.0,1.0809,2.8512,9.528,158.5,20,"214,35;227,45"
3157,346.25,polyline,,,2.3605,,,0,
3174,344.86,polyline,,,1.8078,,,17,
7194,341.51,cc_longest,180.0,1.345,1.6344,4.007,115.9,19,"500,388;488,393"
4060,341.51,cc_longest,180.0,1.2855,1.7462,5.706,157.5,21,"271,483;260,475"
3650,341.51,polyline,,,1.5544,,,31,
3715,341.51,polyline,,,2.2896,,,0,
6127,338.16,polyline,,,1.6823,,,15,
1378,334.81,cc_longest,180.0,1.053,2.2598,4.002,173.4,18,"96,434;84,423"
2816,330.07,cc_longest,180.0,1.1803,1.5468,3.147,148.0,23,"179,56;176,42"
4345,330.07,polyline,,,1.7334,,,18,
4726,330.07,polyline,,,1.3462,,,15,
4017,328.68,polyline,,,1.4532,,,17,
1011,326.72,polyline,,,1.4681,,,14,
6495,326.72,cc_longest,180.0,1.283,2.1217,5.431,107.1,20,"449,442;436,441"
530,325.33,polyline,,,1.5765,,,17,
6771,321.98,polyline,,,2.1394,,,15,
5788,321.98,cc_longest,180.0,1.2644,1.6164,2.132,154.8,17,"400,442;387,441"
4897,321.98,polyline,,,1.6111,,,15,
6645,318.63,cc_longest,180.0,1.3548,1.2465,3.117,109.2,22,"459,259;447,258"
4275,317.24,polyline,,,1.9547,,,21,
4257,313.89,cc_longest,180.0,1.2993,1.4503,2.121,121.0,28,"282,369;279,381"
6829,310.54,cc_longest,180.0,1.0768,1.1694,3.098,172.3,20,"463,86;470,99"
4855,310.54,cc_longest,180.0,1.1187,1.5676,3.023,157.0,15,"328,471;319,460"
1315,310.54,polyline,,,1.4461,,,0,
3273,309.15,cc_longest,180.0,1.0552,1.574,2.659,164.3,20,"208,151;208,136"
39,302.45,polyline,,,1.5404,,,0,
4195,301.06,cc_longest,180.0,1.1553,1.7601,3.686,153.8,17,"283,361;270,364"
1918,297.71,polyline,,,1.6604,,,27,
6315,297.71,polyline,,,1.6778,,,15,
2852,294.36,polyline,,,1.8411,,,16,
781,291.01,polyline,,,1.3862,,,0,
3161,291.01,polyline,,,1.3382,,,13,
3526,289.62,polyline,,,1.6299,,,20,
5305,286.27,polyline,,,1.3807,,,14,
3847,286.27,polyline,,,1.9112,,,14,
2280,282.92,polyline,,,1.6621,,,18,
3159,282.92,polyline,,,1.1186,,,22,
6525,282.92,cc_longest,180.0,1.3449,1.5178,2.565,94.9,22,"442,263;446,273"
5959,279.56,cc_longest,180.0,1.0524,2.6396,3.739,156.4,17,"410,218;399,210"
5142,278.18,polyline,,,1.4214,,,0,
6743,278.18,polyline,,,1.4708,,,14,
6876,278.18,polyline,,,1.912,,,56,
1573,274.83,polyline,,,1.3303,,,0,
5806,274.83,cc_longest,180.0,1.1527,1.7921,2.802,136.5,21,"399,66;389,59"
273,274.83,cc_longest,180.0,1.2022,1.0896,1.957,150.7,14,"21,465;17,454"
5311,274.83,cc_longest,180.0,1.2022,2.4186,4.99,148.6,19,"359,28;355,17"
4477,274.83,polyline,,,2.1556,,,13,
1633,274.83,cc_longest,180.0,1.0824,1.5022,3.365,173.2,28,"106,295;101,283"
3054,274.83,polyline,,,2.2622,,,13,
2254,270.09,cc_longest,180.0,1.2369,1.3698,3.666,119.1,18,"148,258;138,263"
5017,268.12,cc_longest,180.0,1.0204,1.3425,2.747,174.3,12,"340,425;331,415"
3842,266.74,polyline,,,2.202,,,0,
2828,263.38,polyline,,,1.3345,,,12,
1982,263.38,cc_longest,180.0,1.3692,1.306,3.253,102.2,14,"130,40;121,36"
6240,263.38,polyline,,,1.6714,,,12,
2895,263.38,cc_longest,180.0,1.2467,1.086,1.866,121.6,16,"190,154;184,163"
4616,263.38,polyline,,,5.8001,,,0,
7431,263.38,polyline,,,1.2996,,,12,
6307,263.38,cc_longest,180.0,1.2686,1.5666,3.175,128.1,21,"434,303;427,295"
3988,263.38,cc_longest,180.0,1.2686,1.6295,2.389,164.9,14,"264,163;257,171"
6600,258.65,cc_longest,180.0,1.1314,2.1692,3.899,143.3,20,"454,416;443,412"
4401,258.65,polyline,,,2.2441,,,13,
2324,258.65,polyline,,,1.1434,,,0,
5716,258.65,polyline,,,1.923,,,17,
16,255.29,polyline,,,1.3908,,,0,
6831,255.29,polyline,,,1.3029,,,12,
5588,255.29,cc_longest,180.0,1.0818,1.6191,2.817,174.8,20,"385,119;374,114"
5631,255.29,polyline,,,2.7028,,,12,
7345,255.29,polyline,,,2.2767,,,12,
4637,255.29,polyline,,,2.3413,,,37,
6837,255.29,polyline,,,1.2704,,,12,
5958,255.29,polyline,,,1.7227,,,15,
489,251.94,cc_longest,180.0,1.1926,1.0477,2.144,173.0,13,"37,32;28,38"
3951,247.2,cc_longest,180.0,1.1321,2.1593,5.008,161.9,15,"265,250;254,248"
3309,247.2,polyline,,,1.5005,,,12,
2904,247.2,cc_longest,180.0,1.1907,1.2728,4.572,164.7,13,"188,496;180,503"
2431,247.2,cc_longest,180.0,1.3728,1.6343,4.394,116.6,25,"158,308;160,299"
5488,247.2,cc_longest,180.0,1.1701,1.6918,3.374,142.1,21,"374,66;380,75"
2907,247.2,polyline,,,1.1844,,,17,
5469,247.2,cc_longest,180.0,1.1321,2.4312,3.928,173.6,18,"377,80;366,82"
1129,247.2,polyline,,,1.2505,,,0,
5147,247.2,polyline,,,1.5727,,,12,
7016,247.2,polyline,,,1.3249,,,12,
2861,247.2,polyline,,,1.1421,,,0,
4528,243.85,polyline,,,1.3029,,,11,
1182,243.85,polyline,,,1.3596,,,0,
4511,243.85,polyline,,,0.9978,,,0,
3727,243.85,cc_longest,180.0,1.3161,1.1891,1.946,106.8,13,"248,114;239,117"
1680,243.85,polyline,,,1.5914,,,11,
5039,243.85,polyline,,,1.1369,,,0,
3922,243.85,polyline,,,1.8807,,,11,
6593,240.5,polyline,,,1.0964,,,10,
3171,240.5,polyline,,,2.2437,,,16,
4611,239.11,polyline,,,0.9007,,,12,
1620,239.11,polyline,,,1.5052,,,0,
537,235.76,cc_longest,180.0,1.0797,1.9503,3.075,144.5,12,"41,0;31,5"
6917,235.76,polyline,,,1.2592,,,0,
795,235.76,cc_longest,180.0,1.116,1.1185,2.067,146.7,16,"55,326;49,317"
6965,235.76,cc_longest,180.0,1.3093,1.7348,3.068,146.5,21,"479,119;473,112"
3468,235.76,polyline,,,1.3734,,,11,
5162,235.76,polyline,,,2.3669,,,39,
2579,235.76,cc_longest,180.0,1.3093,1.1716,2.43,128.9,15,"160,478;162,487"
4826,231.02,polyline,,,1.3322,,,13,
2421,227.67,polyline,,,1.5386,,,0,
1098,227.67,polyline,,,1.4349,,,11,
2546,227.67,polyline,,,1.172,,,11,
5508,227.67,cc_longest,180.0,1.1775,2.5195,5.668,149.6,14,"375,381;368,374"
2084,227.67,polyline,,,1.3354,,,11,
4183,227.67,polyline,,,1.0973,,,11,
1655,227.67,cc_longest,180.0,1.2873,1.362,2.565,121.2,12,"109,420;100,419"
22,227.67,polyline,,,1.5872,,,11,
952,227.67,polyline,,,1.8803,,,11,
6007,224.32,polyline,,,1.3763,,,19,
3812,224.32,cc_longest,180.0,1.2458,1.1095,2.7,168.0,11,"245,195;254,197"
5649,224.32,cc_longest,180.0,1.3443,1.2861,3.508,119.1,12,"383,257;380,265"
4437,219.58,cc_longest,180.0,1.0768,1.7353,3.572,170.0,15,"287,363;297,366"
1211,219.58,polyline,,,1.1202,,,16,
6835,219.58,polyline,,,1.4582,,,11,
7277,219.58,polyline,,,1.2227,,,13,
6232,219.58,polyline,,,1.4968,,,0,
1776,219.58,polyline,,,1.1356,,,14,
6469,219.58,polyline,,,1.3153,,,13,
1552,219.58,polyline,,,1.0969,,,14,
4993,219.58,polyline,,,2.2437,,,0,
6330,216.23,cc_longest,180.0,1.3426,3.1267,8.505,110.9,17,"433,208;425,210"
1731,216.23,polyline,,,2.445,,,10,
1842,216.23,polyline,,,2.3539,,,10,
7370,216.23,polyline,,,1.298,,,13,
2592,216.23,polyline,,,1.0864,,,10,
6100,216.23,polyline,,,1.2305,,,10,
2095,216.23,polyline,,,2.0538,,,14,
6211,216.23,cc_longest,180.0,1.167,1.9294,5.178,132.7,14,"420,446;417,437"
1395,216.23,cc_longest,180.0,1.2378,2.629,9.791,132.8,14,"90,254;86,262"
4323,216.23,polyline,,,2.0125,,,10,
6380,216.23,cc_longest,180.0,1.0753,1.3604,3.278,135.0,14,"437,458;428,463"
4084,211.49,cc_longest,180.0,1.0828,1.1018,2.023,168.3,18,"265,330;265,320"
6230,211.49,polyline,,,2.219,,,11,
5353,211.49,polyline,,,1.7183,,,0,
864,211.49,polyline,,,1.8007,,,11,
4069,208.14,cc_longest,180.0,1.2473,1.998,5.184,124.4,11,"265,247;262,239"
3061,208.14,polyline,,,2.0818,,,0,
1984,208.14,polyline,,,1.304,,,10,
406,208.14,polyline,,,1.4054,,,10,
3182,208.14,cc_longest,180.0,1.3645,1.0808,1.893,166.7,12,"199,173;204,167"
1448,204.79,polyline,,,1.3082,,,0,
5395,204.79,polyline,,,1.1976,,,0,
6250,200.05,polyline,,,1.5325,,,10,
2598,200.05,polyline,,,1.5538,,,0,
4519,200.05,polyline,,,1.4127,,,10,
550,200.05,polyline,,,1.3831,,,16,
5367,200.05,polyline,,,0.8277,,,10,
723,200.05,polyline,,,1.8875,,,14,
4358,200.05,polyline,,,2.2337,,,12,
5627,200.05,polyline,,,2.1109,,,10,
5042,200.05,polyline,,,1.2851,,,0,
871,200.05,cc_longest,180.0,1.1907,1.0681,1.429,117.1,17,"58,366;51,361"
4927,196.7,polyline,,,1.1889,,,0,
2356,196.7,polyline,,,1.1454,,,9,
3498,196.7,cc_longest,180.0,1.2492,1.5496,2.533,104.1,10,"227,108;223,101"
6954,196.7,cc_longest,180.0,1.2492,1.7755,4.095,117.3,11,"473,295;474,287"
5031,196.7,polyline,,,1.1844,,,0,
2782,196.7,polyline,,,1.0852,,,0,
3497,196.7,cc_longest,180.0,1.3834,0.9639,1.735,90.0,10,"225,53;223,46"
5319,191.96,cc_longest,180.0,1.2584,2.4039,6.814,107.1,10,"361,294;355,289"
6375,191.96,polyline,,,1.1771,,,10,
6899,188.61,cc_longest,180.0,1.3392,1.3574,2.176,108.5,15,"472,278;466,282"
6988,188.61,polyline,,,1.1726,,,9,
3193,188.61,cc_longest,180.0,1.268,1.1046,2.013,162.4,11,"207,121;200,124"
266,188.61,cc_longest,180.0,1.0797,2.0516,4.885,170.8,9,"19,150;15,142"
1050,188.61,cc_longest,180.0,1.1226,1.6563,4.729,171.1,9,"71,402;64,407"
6617,188.61,polyline,,,1.3751,,,0,
13,188.61,polyline,,,0.7457,,,9,
3963,188.61,cc_longest,180.0,1.0797,1.2496,2.171,175.1,11,"259,12;255,4"
1430,188.61,cc_longest,180.0,1.1711,1.7549,3.602,157.5,9,"89,204;87,212"
3050,183.87,polyline,,,1.4543,,,10,
2720,183.87,cc_longest,180.0,1.3314,1.1694,1.873,90.0,13,"173,292;168,297"
3559,180.52,cc_longest,180.0,1.0818,1.5312,3.552,170.8,9,"235,183;227,180"
7087,180.52,polyline,,,1.1082,,,0,
4871,180.52,polyline,,,1.43,,,9,
4370,180.52,polyline,,,1.4623,,,11,
3589,180.52,polyline,,,0.9138,,,11,
2599,180.52,cc_longest,180.0,1.3778,1.2017,1.953,130.1,10,"167,183;161,180"
4099,180.52,cc_longest,180.0,1.3204,1.1356,2.45,103.3,10,"270,447;263,447"
3236,180.52,polyline,,,1.0065,,,9,
4270,180.52,cc_longest,180.0,1.3204,2.6198,4.759,117.4,9,"282,216;275,216"
6161,180.52,polyline,,,1.06,,,9,
635,177.17,polyline,,,1.3953,,,0,
2717,177.17,polyline,,,1.1373,,,8,
2899,177.17,cc_longest,180.0,1.069,1.6796,3.565,166.7,9,"186,268;180,262"
6451,177.17,polyline,,,1.2104,,,8,
3728,177.17,cc_longest,180.0,1.1911,1.447,5.192,135.0,11,"242,184;239,191"
2419,177.17,cc_longest,180.0,1.2828,1.1571,1.674,171.0,11,"156,502;149,501"
3507,177.17,polyline,,,1.2576,,,10,
1528,177.17,cc_longest,180.0,1.069,1.6334,2.881,180.0,8,"99,98;93,92"
7255,172.43,polyline,,,1.5121,,,15,
7253,172.43,cc_longest,180.0,1.1036,3.0132,7.413,162.4,9,"492,365;492,357"
5178,172.43,cc_longest,180.0,1.0706,1.7064,3.841,148.3,9,"346,454;344,446"
4645,172.43,cc_longest,180.0,1.0706,3.6629,9.047,157.5,9,"305,129;303,137"
2435,172.43,polyline,,,1.4961,,,9,
4110,169.08,cc_longest,180.0,1.1891,1.3788,2.573,125.8,10,"268,380;266,387"
4096,169.08,polyline,,,1.4228,,,8,
993,169.08,polyline,,,1.0887,,,0,
488,169.08,polyline,,,1.1155,,,8,
4130,169.08,cc_longest,180.0,1.0738,0.9059,1.55,152.6,9,"270,60;266,67"
5173,169.08,polyline,,,1.2515,,,8,
6905,169.08,cc_longest,180.0,1.1084,3.2297,6.429,139.3,9,"472,396;466,391"
4847,169.08,polyline,,,1.0867,,,8,
3752,169.08,polyline,,,0.808,,,0,
6635,165.73,polyline,,,0.9123,,,7,
5800,160.99,cc_longest,180.0,1.1657,1.9135,3.215,162.4,8,"390,363;389,370"
4225,160.99,polyline,,,1.2249,,,11,
7063,160.99,polyline,,,1.2707,,,13,
6433,160.99,polyline,,,1.2335,,,0,
5773,160.99,polyline,,,1.0326,,,8,
5233,160.99,polyline,,,0.9385,,,0,
6850,160.99,polyline,,,1.0048,,,11,
960,160.99,polyline,,,1.1318,,,0,
6812,160.99,polyline,,,1.1093,,,8,
1348,160.99,polyline,,,0.8799,,,0,
4648,160.99,polyline,,,1.2184,,,10,
4586,160.99,polyline,,,1.4331,,,8,
1297,160.99,polyline,,,1.2281,,,12,
3778,160.99,polyline,,,4.4131,,,12,
4925,160.99,cc_longest,180.0,1.3033,2.3995,3.326,104.1,10,"331,83;325,85"
4760,160.99,polyline,,,1.0472,,,8,
7419,157.64,polyline,,,0.8903,,,7,
1989,157.64,polyline,,,1.0025,,,7,
6487,157.64,cc_longest,180.0,1.0334,2.0086,3.522,163.2,8,"436,162;442,167"
3401,157.64,polyline,,,0.9006,,,7,
1714,157.64,cc_longest,180.0,1.3269,1.5106,2.794,163.2,7,"110,84;104,83"
1463,156.25,polyline,,,1.3061,,,9,
6499,156.25,polyline,,,1.7066,,,10,
7200,152.9,polyline,,,1.3447,,,8,
268,152.9,polyline,,,0.958,,,8,
143,152.9,polyline,,,1.4495,,,0,
3983,152.9,polyline,,,1.1379,,,8,
5015,152.9,polyline,,,1.3642,,,0,
4966,152.9,polyline,,,1.1558,,,8,
4086,152.9,polyline,,,0.9315,,,8,
5428,152.9,polyline,,,1.1643,,,8,
1389,152.9,polyline,,,0.9685,,,8,
6685,152.9,polyline,,,1.4675,,,14,
5148,152.9,polyline,,,1.9088,,,9,
5095,152.9,cc_longest,180.0,1.1183,1.1607,2.041,144.8,10,"338,315;345,315"
2061,149.55,polyline,,,1.2704,,,7,
6040,149.55,cc_longest,180.0,1.0618,1.0157,1.377,180.0,8,"410,304;404,300"
6324,149.55,polyline,,,1.0479,,,0,
3274,149.55,cc_longest,180.0,1.2107,3.0764,7.024,135.0,7,"209,188;207,194"
1519,149.55,polyline,,,1.2185,,,7,
5687,149.55,polyline,,,0.9581,,,12,
790,149.55,polyline,,,0.9949,,,7,
222,149.55,polyline,,,1.4991,,,7,
1751,149.55,cc_longest,180.0,1.0618,1.5268,2.595,180.0,7,"111,321;107,315"
3797,149.55,polyline,,,0.695,,,9,
7399,149.55,polyline,,,1.1166,,,7,
7443,149.55,polyline,,,1.081,,,9,
451,149.55,polyline,,,1.1444,,,7,
6951,149.55,cc_longest,180.0,1.0828,2.4407,3.716,163.2,7,"476,166;471,161"
5282,144.81,polyline,,,1.5094,,,11,
6405,144.81,polyline,,,2.7658,,,16,
4818,144.81,cc_longest,180.0,1.0485,1.9715,5.213,162.4,8,"324,193;317,194"
7300,144.81,polyline,,,1.757,,,31,
1956,144.81,cc_longest,180.0,1.0485,1.6656,4.077,162.4,8,"120,155;119,148"
6160,141.46,polyline,,,1.4132,,,7,
3772,141.46,polyline,,,1.2155,,,0,
7371,141.46,cc_longest,180.0,1.0797,2.5131,5.57,151.8,7,"506,156;500,153"
6231,141.46,polyline,,,1.657,,,12,
6943,141.46,polyline,,,1.3691,,,7,
5757,141.46,cc_longest,180.0,1.3449,1.9745,2.922,90.0,7,"389,104;387,99"
5709,141.46,polyline,,,1.2911,,,0,
2348,141.46,cc_longest,180.0,1.0797,1.7131,2.6,180.0,7,"150,396;144,393"
4214,141.46,polyline,,,0.9293,,,0,
7113,141.46,polyline,,,1.1862,,,0,
1048,141.46,polyline,,,0.919,,,7,
5122,141.46,polyline,,,1.1594,,,0,
5068,141.46,cc_longest,180.0,1.0797,1.5207,2.159,135.0,7,"339,30;336,36"
5642,141.46,polyline,,,1.0139,,,0,
4296,141.46,polyline,,,1.2534,,,7,
1500,141.46,polyline,,,0.8468,,,0,
5569,141.46,polyline,,,1.2586,,,7,
1052,141.46,polyline,,,1.5886,,,0,
2850,141.46,polyline,,,1.2104,,,7,
5221,141.46,polyline,,,1.2938,,,7,
6830,141.46,polyline,,,0.9799,,,7,
3149,141.46,polyline,,,1.038,,,0,
6454,141.46,cc_longest,180.0,1.1311,1.6681,2.835,180.0,7,"439,192;434,188"
2363,141.46,polyline,,,1.2282,,,7,
4453,141.46,cc_longest,180.0,1.3449,1.452,2.874,90.0,10,"293,454;288,456"
2561,141.46,polyline,,,1.3668,,,0,
4769,141.46,polyline,,,0.8855,,,7,
3798,141.46,cc_longest,180.0,1.1311,1.9341,3.863,135.0,7,"248,127;244,132"
4533,141.46,polyline,,,1.405,,,10,
1835,141.46,polyline,,,1.138,,,9,
4162,141.46,polyline,,,1.2583,,,7,
1190,141.46,polyline,,,0.8678,,,7,
1136,141.46,polyline,,,1.8588,,,0,
4660,141.46,cc_longest,180.0,1.1311,1.8526,2.649,163.2,7,"308,234;304,229"
3427,141.46,polyline,,,0.9618,,,7,
4668,141.46,cc_longest,180.0,1.0797,1.8363,2.517,180.0,7,"308,82;305,76"
5945,138.11,cc_longest,180.0,1.3868,2.1792,5.397,90.0,6,"403,111;398,110"
1281,138.11,polyline,,,1.105,,,6,
168,138.11,cc_longest,180.0,1.0,1.7341,2.914,180.0,8,"14,350;9,355"
7181,136.72,cc_longest,180.0,1.0,1.5663,2.836,180.0,8,"494,487;487,487"
7,136.72,polyline,,,0.9989,,,8,
6395,133.37,polyline,,,1.3747,,,7,
3667,133.37,cc_longest,180.0,1.0797,1.7805,3.047,151.8,10,"241,111;235,109"
3013,133.37,cc_longest,180.0,1.0797,2.8544,6.522,135.0,9,"189,221;187,227"
4816,133.37,polyline,,,1.1942,,,7,
3611,133.37,polyline,,,1.1198,,,7,
6349,133.37,cc_longest,180.0,1.1711,2.4356,5.717,151.8,7,"429,231;426,226"
5061,133.37,polyline,,,0.7555,,,7,
5110,133.37,polyline,,,1.3746,,,7,
378,133.37,polyline,,,1.0329,,,7,
737,133.37,polyline,,,0.7258,,,7,
5278,133.37,cc_longest,180.0,1.0797,1.9989,3.642,180.0,7,"359,32;353,30"
4550,133.37,polyline,,,1.1335,,,7,
3351,133.37,polyline,,,1.1101,,,0,
1737,133.37,polyline,,,1.1556,,,10,
1985,133.37,polyline,,,1.0778,,,0,
4179,133.37,cc_longest,180.0,1.1711,1.6087,2.718,118.2,8,"269,309;272,304"
4123,130.02,polyline,,,0.8829,,,0,
3849,130.02,polyline,,,1.5914,,,0,
3930,130.02,polyline,,,0.8541,,,6,
3121,130.02,polyline,,,0.941,,,0,
4562,130.02,polyline,,,1.4088,,,6,
3320,130.02,polyline,,,0.8996,,,6,
1598,130.02,cc_longest,180.0,1.0396,1.7998,2.107,163.2,6,"101,314;97,309"
1489,130.02,polyline,,,1.0254,,,0,
