cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
3561,780.68,polyline,,,1.5191,,,66,
546,751.09,cc_longest,171.76,1.1023,2.165,3.524,176.9,40,"72,462;56,431"
3971,748.31,polyline,,,2.0653,,,37,
3564,748.31,polyline,,,3.5875,,,132,
1018,744.96,cc_longest,171.87,1.1805,1.6909,3.052,159.4,36,"135,437;105,449"
3522,744.39,polyline,,,1.8395,,,30,
1830,743.58,cc_longest,165.11,1.0539,1.397,2.203,164.4,39,"201,384;198,420"
1397,691.11,polyline,,,1.5728,,,108,
1659,668.23,cc_longest,178.06,1.0901,2.8145,5.559,172.6,46,"192,379;176,406"
3634,658.75,polyline,,,1.7953,,,39,
2292,657.36,polyline,,,1.4041,,,48,
1499,650.66,polyline,,,1.3106,,,44,
2485,647.31,polyline,,,1.4718,,,0,
109,635.87,polyline,,,1.8609,,,38,
3424,632.52,polyline,,,2.3092,,,28,
4014,626.39,polyline,,,1.1423,,,31,
1503,626.39,polyline,,,1.4718,,,37,
1881,624.43,polyline,,,2.3345,,,35,
287,614.37,polyline,,,1.2105,,,25,
2178,609.63,polyline,,,2.5921,,,26,
583,608.24,polyline,,,1.646,,,28,
3883,603.51,polyline,,,1.9996,,,29,
2422,598.19,polyline,,,1.357,,,29,
2141,595.42,polyline,,,1.4144,,,30,
2987,587.33,polyline,,,1.842,,,29,
4001,585.36,polyline,,,2.5407,,,26,
1151,577.27,polyline,,,1.6784,,,26,
2765,567.22,cc_longest,171.87,1.0446,1.554,2.468,161.7,25,"327,82;310,104"
231,565.83,polyline,,,1.389,,,30,
168,557.74,polyline,,,1.4015,,,0,
2641,541.56,polyline,,,1.5181,,,25,
2383,533.47,polyline,,,1.5678,,,25,
242,523.99,polyline,,,1.8893,,,27,
2551,522.03,polyline,,,1.5999,,,29,
764,520.07,polyline,,,1.6591,,,21,
879,517.29,polyline,,,1.9439,,,25,
2994,505.85,polyline,,,1.3129,,,0,
2702,502.5,cc_longest,175.24,1.0824,3.4299,5.262,171.3,24,"311,23;302,1"
401,489.67,polyline,,,1.3435,,,24,
2423,484.93,polyline,,,1.2485,,,25,
504,482.97,polyline,,,1.6178,,,0,
3033,481.58,polyline,,,1.6051,,,24,
34,478.23,polyline,,,1.1534,,,27,
5,478.23,cc_longest,163.61,1.2463,2.7058,7.326,133.2,34,"6,437;1,418"
3295,474.88,polyline,,,1.3593,,,22,
3827,474.88,polyline,,,2.1687,,,0,
3334,471.53,cc_longest,180.0,1.0797,1.1854,2.1,172.3,30,"405,200;385,190"
1187,471.53,cc_longest,180.0,1.2979,1.5826,3.134,170.8,38,"133,475;122,460"
1712,470.14,polyline,,,1.4685,,,23,
2674,470.14,polyline,,,1.5493,,,23,
1827,468.18,polyline,,,1.6912,,,20,
2039,451.99,polyline,,,1.4533,,,32,
3103,448.64,cc_longest,180.0,1.0828,2.4115,3.756,177.2,20,"368,417;353,402"
2617,443.9,polyline,,,1.8682,,,20,
2326,443.9,polyline,,,1.4968,,,20,
2776,440.55,polyline,,,1.053,,,19,
3373,440.55,cc_longest,180.0,1.2512,1.9517,4.139,135.8,20,"396,102;390,85"
1916,439.17,polyline,,,1.3312,,,21,
72,435.81,polyline,,,1.4406,,,20,
2918,432.46,cc_longest,180.0,1.0935,1.8504,2.641,179.4,21,"345,153;328,164"
875,424.37,polyline,,,1.1941,,,0,
3920,424.37,polyline,,,1.1954,,,19,
808,421.02,polyline,,,1.8633,,,18,
3090,419.63,polyline,,,1.1276,,,20,
2494,419.63,polyline,,,1.4824,,,20,
3632,419.63,polyline,,,1.8821,,,20,
390,418.25,polyline,,,1.3594,,,22,
3244,414.9,polyline,,,1.1258,,,22,
2310,412.93,polyline,,,1.176,,,18,
3723,412.93,cc_longest,180.0,1.0889,2.1488,5.415,177.3,20,"456,11;440,0"
538,411.54,polyline,,,1.7314,,,20,
3378,409.58,polyline,,,1.8304,,,17,
1462,409.58,polyline,,,1.259,,,17,
3067,408.19,polyline,,,0.7937,,,19,
12,408.19,polyline,,,1.2647,,,19,
1392,401.49,polyline,,,1.109,,,17,
1234,400.1,polyline,,,0.9875,,,19,
3362,396.75,polyline,,,1.4802,,,18,
467,396.75,polyline,,,0.9433,,,0,
3045,390.05,polyline,,,1.7137,,,16,
1687,385.31,polyline,,,1.7754,,,0,
3380,385.31,cc_longest,180.0,1.327,1.4412,2.174,109.1,19,"404,395;390,400"
3544,373.87,polyline,,,0.8548,,,16,
2839,373.87,polyline,,,1.3148,,,16,
2953,372.48,cc_longest,180.0,1.1048,1.1256,1.87,158.2,26,"337,372;334,355"
368,369.13,polyline,,,1.2227,,,17,
1167,369.13,polyline,,,1.3224,,,17,
2100,365.78,polyline,,,1.3738,,,16,
3978,364.39,polyline,,,1.5977,,,18,
4058,359.65,polyline,,,1.7201,,,19,
389,351.56,polyline,,,1.5386,,,19,
687,349.6,polyline,,,1.9144,,,16,
3992,346.25,polyline,,,1.7751,,,15,
4177,344.86,polyline,,,1.4822,,,17,
1537,342.9,polyline,,,1.1796,,,14,
748,341.51,polyline,,,1.2645,,,16,
2349,341.51,polyline,,,1.5137,,,16,
740,341.51,polyline,,,1.1402,,,0,
3927,338.16,polyline,,,1.2625,,,15,
2124,338.16,polyline,,,1.4403,,,15,
1685,333.42,polyline,,,1.0535,,,16,
1236,333.42,polyline,,,1.2149,,,16,
2654,330.07,polyline,,,0.963,,,19,
1165,330.07,polyline,,,0.9878,,,15,
16,326.72,polyline,,,0.9696,,,14,
3291,326.72,polyline,,,1.181,,,14,
191,325.33,polyline,,,1.4402,,,16,
1032,325.33,polyline,,,1.528,,,16,
815,323.37,polyline,,,1.7888,,,13,
763,323.37,polyline,,,1.5759,,,13,
1632,321.98,polyline,,,1.2885,,,15,
707,321.98,polyline,,,1.5803,,,15,
4099,321.98,polyline,,,1.3098,,,0,
1135,318.63,polyline,,,1.6955,,,0,
1860,318.63,polyline,,,1.5225,,,14,
509,317.24,polyline,,,1.6947,,,16,
3931,310.54,polyline,,,1.5234,,,18,
1,310.54,polyline,,,1.4511,,,0,
3631,310.54,polyline,,,1.0601,,,14,
1048,310.54,polyline,,,0.8863,,,14,
2408,305.8,polyline,,,1.0065,,,15,
3321,302.45,polyline,,,1.0185,,,14,
3180,302.45,polyline,,,0.9188,,,14,
3578,302.45,polyline,,,1.0336,,,14,
146,294.36,polyline,,,1.4059,,,0,
93,294.36,polyline,,,1.6223,,,14,
3538,294.36,polyline,,,0.8313,,,14,
123,291.01,polyline,,,1.4431,,,13,
3133,291.01,polyline,,,0.9994,,,13,
3852,291.01,polyline,,,1.3573,,,0,
2468,287.65,polyline,,,0.8359,,,12,
3701,282.92,polyline,,,1.5388,,,13,
1765,282.92,polyline,,,1.6074,,,13,
2938,282.92,polyline,,,1.2888,,,13,
629,282.92,polyline,,,1.2051,,,13,
3685,279.56,polyline,,,1.1482,,,12,
1360,278.18,polyline,,,0.8304,,,14,
3000,274.83,polyline,,,1.3759,,,13,
575,274.83,polyline,,,1.2024,,,13,
2536,271.47,polyline,,,1.0071,,,14,
3480,271.47,polyline,,,1.7517,,,12,
3530,271.47,polyline,,,0.8553,,,12,
2341,270.09,polyline,,,0.952,,,0,
1946,266.74,polyline,,,1.3339,,,13,
666,266.74,polyline,,,1.0505,,,13,
1913,263.38,cc_longest,180.0,1.1048,1.4642,3.098,172.6,13,"211,386;204,376"
2874,263.38,polyline,,,1.1011,,,20,
4103,263.38,polyline,,,1.1825,,,12,
3191,262.0,polyline,,,1.8252,,,14,
3704,258.65,polyline,,,1.2092,,,13,
3838,258.65,polyline,,,1.777,,,13,
2405,258.65,cc_longest,180.0,1.1845,1.5289,2.564,134.9,15,"277,130;266,128"
4174,258.65,polyline,,,0.9442,,,13,
2548,255.29,polyline,,,1.3111,,,0,
937,255.29,polyline,,,1.4251,,,12,
2351,255.29,polyline,,,0.8166,,,0,
2239,255.29,polyline,,,1.196,,,12,
877,251.94,polyline,,,1.2919,,,11,
621,250.56,polyline,,,0.9449,,,13,
3241,247.2,polyline,,,2.1551,,,12,
949,247.2,polyline,,,1.5432,,,12,
37,247.2,polyline,,,1.6398,,,0,
2125,243.85,polyline,,,1.2168,,,18,
3527,242.47,polyline,,,1.6768,,,13,
3582,239.11,polyline,,,0.9971,,,12,
3901,235.76,polyline,,,1.021,,,0,
2838,235.76,polyline,,,0.8886,,,11,
336,235.76,polyline,,,0.8138,,,11,
2350,235.76,polyline,,,1.1137,,,11,
2568,235.76,polyline,,,1.1146,,,11,
4063,235.76,cc_longest,180.0,1.1356,0.9953,1.846,141.1,13,"500,190;492,197"
3745,235.76,polyline,,,1.0155,,,11,
2368,234.38,polyline,,,1.7794,,,13,
2452,232.41,polyline,,,1.0955,,,10,
2650,232.41,polyline,,,0.8152,,,10,
2946,232.41,polyline,,,1.3266,,,10,
2260,231.02,polyline,,,1.2371,,,13,
2054,231.02,polyline,,,1.0356,,,12,
3228,231.02,polyline,,,0.9515,,,12,
260,227.67,polyline,,,1.6974,,,11,
2734,227.67,cc_longest,180.0,1.3551,4.1174,8.93,135.0,16,"314,51;309,44"
1850,227.67,polyline,,,0.8797,,,0,
1231,224.32,polyline,,,1.0323,,,10,
2094,224.32,polyline,,,1.2885,,,10,
692,219.58,polyline,,,1.9029,,,13,
3984,219.58,cc_longest,180.0,1.2194,3.3239,7.618,130.8,21,"488,231;479,233"
1294,219.58,polyline,,,0.9293,,,11,
2427,219.58,polyline,,,0.9457,,,11,
1115,216.23,polyline,,,1.2344,,,0,
3177,216.23,cc_longest,180.0,1.0753,1.2761,1.82,135.0,11,"372,355;363,360"
2713,212.88,polyline,,,1.4479,,,9,
1775,208.14,polyline,,,4.6002,,,0,
343,208.14,polyline,,,0.9095,,,0,
3964,208.14,polyline,,,0.9842,,,10,
3831,208.14,polyline,,,2.2279,,,10,
3233,204.79,polyline,,,1.9368,,,9,
1976,204.79,polyline,,,1.2088,,,9,
622,203.4,polyline,,,1.1935,,,12,
693,203.4,polyline,,,1.2806,,,11,
1405,203.4,polyline,,,1.3875,,,11,
1628,200.05,polyline,,,0.9712,,,0,
3274,196.7,polyline,,,0.814,,,9,
2450,196.7,polyline,,,0.8736,,,9,
3489,196.7,polyline,,,0.8995,,,9,
13,196.7,polyline,,,0.9127,,,9,
4,195.31,cc_longest,180.0,1.0,4.8065,9.351,180.0,11,"0,316;0,306"
444,195.31,polyline,,,1.0284,,,11,
3789,193.35,cc_longest,180.0,1.0,2.0143,5.664,180.0,8,"457,293;450,286"
1551,193.35,polyline,,,0.9214,,,8,
1674,191.96,polyline,,,1.1022,,,12,
3123,191.96,cc_longest,180.0,1.2584,1.1303,1.367,101.7,11,"361,351;355,356"
1162,191.96,polyline,,,1.0951,,,10,
4016,188.61,polyline,,,1.1133,,,9,
170,188.61,polyline,,,0.8906,,,0,
116,188.61,polyline,,,0.9342,,,9,
3300,188.61,polyline,,,1.1457,,,9,
2678,188.61,polyline,,,1.1593,,,9,
3976,185.26,polyline,,,0.9564,,,8,
957,183.87,polyline,,,1.3555,,,12,
1335,180.52,polyline,,,1.1968,,,11,
19,180.52,polyline,,,0.8832,,,0,
980,180.52,cc_longest,180.0,1.0818,2.8631,7.786,170.8,9,"109,321;101,324"
638,180.52,polyline,,,1.2694,,,9,
1145,180.52,cc_longest,180.0,1.0818,1.9541,2.43,180.0,9,"125,429;117,432"
2609,180.52,polyline,,,0.7685,,,9,
2169,180.52,polyline,,,0.6587,,,12,
1931,177.17,polyline,,,1.4966,,,8,
4034,177.17,polyline,,,0.9807,,,8,
21,177.17,polyline,,,0.87,,,8,
1928,172.43,polyline,,,1.0595,,,9,
3412,172.43,polyline,,,0.8962,,,9,
3720,172.43,cc_longest,180.0,1.1036,1.5868,3.665,144.8,9,"447,285;439,285"
1820,169.08,polyline,,,0.9938,,,0,
735,169.08,polyline,,,0.9113,,,8,
3302,169.08,cc_longest,180.0,1.2367,0.9008,1.336,162.4,9,"387,484;380,484"
3507,169.08,polyline,,,1.3452,,,8,
2455,169.08,polyline,,,1.0564,,,8,
17,169.08,polyline,,,1.2108,,,8,
11,169.08,cc_longest,180.0,1.1084,2.1696,2.897,180.0,8,"6,105;1,99"
1964,164.34,polyline,,,0.884,,,9,
3337,164.34,polyline,,,0.8198,,,9,
4104,164.34,polyline,,,0.9763,,,9,
365,164.34,polyline,,,0.7379,,,9,
3311,164.34,polyline,,,1.1133,,,9,
6,164.34,cc_longest,180.0,1.0437,5.2822,9.847,162.4,9,"1,493;0,485"
1560,164.34,polyline,,,0.8901,,,11,
1314,164.34,polyline,,,0.8441,,,9,
3898,160.99,polyline,,,1.1085,,,8,
1133,160.99,polyline,,,0.8194,,,10,
3256,160.99,polyline,,,1.326,,,8,
27,160.99,polyline,,,0.8673,,,8,
163,160.99,polyline,,,0.9361,,,8,
382,160.99,polyline,,,1.0995,,,8,
1454,160.99,polyline,,,0.952,,,8,
3675,160.99,polyline,,,0.7188,,,8,
3933,160.99,polyline,,,0.8975,,,8,
261,157.64,polyline,,,1.4197,,,0,
1815,157.64,polyline,,,1.076,,,7,
2,156.25,polyline,,,4.3733,,,12,
3542,152.9,polyline,,,0.8777,,,8,
2009,152.9,polyline,,,1.3949,,,8,
1965,152.9,polyline,,,1.4203,,,8,
626,152.9,polyline,,,1.1776,,,8,
2806,152.9,polyline,,,0.8358,,,8,
758,149.55,polyline,,,1.144,,,7,
753,149.55,polyline,,,1.1427,,,7,
2449,149.55,polyline,,,0.7045,,,7,
3513,149.55,polyline,,,0.9306,,,0,
1929,149.55,polyline,,,1.196,,,7,
1313,149.55,polyline,,,0.9528,,,7,
1319,144.81,polyline,,,1.0169,,,8,
2371,144.81,polyline,,,1.3673,,,8,
490,144.81,polyline,,,1.2698,,,8,
1222,144.81,polyline,,,1.1435,,,8,
2862,144.81,polyline,,,0.9271,,,8,
3046,144.81,polyline,,,1.1752,,,8,
2420,141.46,polyline,,,1.0243,,,0,
1421,141.46,polyline,,,0.894,,,7,
2008,141.46,cc_longest,180.0,1.0797,1.7378,2.576,135.0,7,"221,180;215,183"
3608,141.46,polyline,,,1.0384,,,0,
3573,141.46,polyline,,,1.0325,,,7,
2327,141.46,polyline,,,1.1273,,,7,
4153,141.46,polyline,,,1.2302,,,7,
4110,141.46,polyline,,,1.2492,,,8,
1044,138.11,polyline,,,1.3164,,,6,
308,133.37,polyline,,,1.4778,,,9,
4169,133.37,polyline,,,1.2295,,,7,
3515,133.37,cc_longest,180.0,1.0797,1.5904,2.006,151.8,7,"411,191;409,185"
3164,133.37,polyline,,,1.2282,,,7,
3941,133.37,polyline,,,0.8626,,,7,
3707,133.37,polyline,,,0.8301,,,7,
388,133.37,polyline,,,0.9118,,,7,
1582,133.37,polyline,,,1.0825,,,7,
2342,133.37,polyline,,,1.0301,,,7,
2358,133.37,polyline,,,0.9169,,,7,
921,130.02,polyline,,,0.8419,,,6,
2150,130.02,polyline,,,0.8228,,,6,
266,130.02,polyline,,,0.9397,,,6,
235,130.02,polyline,,,1.0566,,,6,
2370,130.02,polyline,,,0.9038,,,6,
3795,130.02,polyline,,,0.7238,,,6,
3781,125.28,polyline,,,0.8372,,,7,
3499,125.28,polyline,,,1.209,,,7,
1993,125.28,polyline,,,3.1313,,,0,
2257,125.28,polyline,,,1.3236,,,7,
3672,125.28,polyline,,,0.9679,,,7,
3850,125.28,polyline,,,1.0295,,,7,
3243,125.28,polyline,,,0.9819,,,9,
640,125.28,polyline,,,1.3137,,,7,
4198,125.28,cc_longest,180.0,1.0545,1.7388,2.076,180.0,8,"510,297;511,303"
3930,125.28,polyline,,,0.8571,,,7,
1894,125.28,polyline,,,0.7996,,,7,
655,125.28,polyline,,,1.0168,,,7,
1010,121.93,polyline,,,1.4125,,,6,
2245,121.93,polyline,,,0.8643,,,6,
3767,121.93,polyline,,,0.9461,,,6,
3989,121.93,polyline,,,1.3507,,,6,
1479,121.93,polyline,,,0.978,,,0,
2718,121.93,polyline,,,0.6292,,,0,
3121,121.93,polyline,,,0.9461,,,6,
2731,121.93,polyline,,,0.8722,,,6,
2772,121.93,polyline,,,0.9078,,,6,
779,121.93,polyline,,,1.0646,,,6,
567,121.93,polyline,,,0.8216,,,6,
421,121.93,polyline,,,0.7234,,,6,
185,121.93,polyline,,,0.6859,,,6,
9,121.93,polyline,,,1.0027,,,6,
3644,121.93,polyline,,,0.8575,,,6,
1564,121.93,polyline,,,1.2481,,,0,
3604,117.19,polyline,,,1.1728,,,7,
3885,113.84,cc_longest,180.0,1.1657,2.827,5.049,123.7,6,"471,144;466,144"
4196,113.84,polyline,,,1.0179,,,6,
2059,113.84,polyline,,,0.8559,,,6,
4141,113.84,polyline,,,0.9563,,,0,
3392,113.84,polyline,,,1.0287,,,6,
3648,113.84,polyline,,,1.2681,,,6,
2171,113.84,cc_longest,180.0,1.1657,0.885,1.494,118.2,7,"238,13;241,17"
186,113.84,polyline,,,0.7262,,,0,
1986,113.84,cc_longest,180.0,1.1657,2.8107,6.9,118.2,6,"217,314;213,311"
1654,113.84,polyline,,,0.7102,,,6,
381,113.84,polyline,,,0.986,,,6,
1083,113.84,polyline,,,0.9241,,,6,
2657,113.84,polyline,,,0.9808,,,6,
1144,113.84,cc_longest,180.0,1.0823,1.7014,2.696,180.0,6,"122,414;117,416"
893,113.84,polyline,,,1.1759,,,6,
2972,113.84,polyline,,,1.1759,,,6,
3790,113.84,polyline,,,0.8479,,,6,
3845,113.84,polyline,,,0.6456,,,6,
536,113.84,polyline,,,0.8323,,,6,
2569,113.84,polyline,,,0.8371,,,6,
2478,113.84,polyline,,,1.1196,,,0,
2487,113.84,polyline,,,0.8132,,,6,
2533,113.84,polyline,,,0.8048,,,6,
1328,105.75,cc_longest,180.0,1.0618,1.0989,1.559,151.8,7,"138,507;143,506"
1926,105.75,cc_longest,180.0,1.0618,0.9497,1.829,151.8,7,"206,207;211,206"
2742,105.75,polyline,,,0.6707,,,6,
3934,105.75,polyline,,,1.0115,,,6,
2616,105.75,polyline,,,1.0103,,,6,
1611,105.75,polyline,,,1.2453,,,6,
3777,105.75,polyline,,,0.9265,,,6,
1300,105.75,polyline,,,0.9449,,,6,
3408,105.75,polyline,,,1.0055,,,6,
4037,105.75,polyline,,,0.7669,,,6,
1194,102.4,polyline,,,0.8724,,,5,
3159,102.4,polyline,,,0.7819,,,0,
1059,102.4,polyline,,,1.3378,,,7,
3091,102.4,polyline,,,0.7326,,,5,
2989,102.4,cc_longest,180.0,1.0485,1.7927,2.351,180.0,5,"340,271;337,267"
26,102.4,polyline,,,0.7987,,,5,
3873,102.4,polyline,,,0.7661,,,5,
1190,102.4,polyline,,,0.6651,,,0,
2604,102.4,polyline,,,0.9016,,,5,
1385,102.4,cc_longest,180.0,1.0485,1.1003,2.823,135.0,6,"148,275;144,278"
3317,102.4,polyline,,,1.2761,,,5,
1223,102.4,polyline,,,1.243,,,5,
1357,102.4,polyline,,,0.8676,,,0,
2655,102.4,polyline,,,1.018,,,5,
1803,102.4,polyline,,,0.7125,,,5,
