cc_id,length_nm,adopt_type,turn_angle,e2e_ratio,h_mean_nm,h_max_on_path,end_tangent_angle,n_pixel,endpoints
3275,196.7,cc_longest,180.0,1.3834,0.9664,2.299,108.5,15,"303,255;305,248"
4696,196.7,polyline,,,1.3439,,,9,
4874,191.96,polyline,,,1.2165,,,10,
4908,191.96,cc_longest,180.0,1.066,0.8088,1.224,152.1,22,"502,70;500,61"
4867,188.61,polyline,,,1.2871,,,0,
28,188.61,cc_longest,180.0,1.268,3.8503,6.359,148.6,9,"8,368;1,371"
4031,188.61,polyline,,,1.0712,,,12,
4958,188.61,cc_longest,180.0,1.0797,0.772,1.022,135.0,11,"508,180;504,188"
3428,188.61,polyline,,,1.0991,,,9,
3013,188.61,cc_longest,180.0,1.268,0.7193,1.005,115.1,12,"286,14;279,17"
3734,185.26,polyline,,,0.7859,,,10,
3208,183.87,polyline,,,0.8634,,,12,
1716,180.52,polyline,,,0.9536,,,9,
4501,180.52,polyline,,,0.9528,,,9,
2035,180.52,polyline,,,1.1956,,,14,
7,180.52,polyline,,,2.5421,,,0,
1140,180.52,polyline,,,0.7926,,,0,
3966,177.17,polyline,,,1.012,,,8,
2794,177.17,cc_longest,180.0,1.1911,0.9502,1.622,154.9,13,"262,437;259,444"
3224,172.43,polyline,,,0.9314,,,9,
4251,172.43,polyline,,,1.1836,,,14,
1597,172.43,cc_longest,180.0,1.1592,0.9207,1.563,126.1,13,"144,296;137,293"
1339,172.43,polyline,,,0.961,,,9,
47,172.43,polyline,,,1.3463,,,9,
4088,172.43,polyline,,,1.3218,,,9,
3292,169.08,polyline,,,1.0621,,,0,
4642,169.08,polyline,,,1.1255,,,14,
4068,169.08,polyline,,,1.355,,,0,
4081,169.08,polyline,,,0.6855,,,0,
3650,169.08,polyline,,,1.1251,,,8,
2434,169.08,cc_longest,180.0,1.1084,0.8892,1.5,143.7,12,"230,255;235,249"
4856,169.08,polyline,,,0.962,,,8,
3522,164.34,polyline,,,0.999,,,10,
4186,160.99,polyline,,,1.0883,,,8,
2435,160.99,cc_longest,180.0,1.1657,1.2089,2.376,144.8,10,"230,279;237,280"
2195,160.99,cc_longest,180.0,1.0823,1.0895,1.255,180.0,10,"210,63;207,56"
3274,160.99,polyline,,,0.9017,,,8,
2652,160.99,cc_longest,180.0,1.0823,1.5247,3.77,165.9,8,"254,472;247,469"
583,157.64,polyline,,,0.8413,,,0,
4972,157.64,polyline,,,1.0067,,,7,
1765,152.9,polyline,,,0.8731,,,0,
3381,152.9,polyline,,,0.808,,,10,
1102,152.9,cc_longest,180.0,1.0753,1.1737,1.855,180.0,11,"91,466;89,473"
2886,152.9,cc_longest,180.0,1.167,1.1735,1.809,121.7,10,"271,426;265,429"
1416,152.9,polyline,,,1.1723,,,8,
3820,152.9,polyline,,,1.1611,,,8,
3598,152.9,polyline,,,0.9323,,,8,
1673,152.9,polyline,,,0.7459,,,8,
1208,152.9,polyline,,,1.498,,,8,
4681,152.9,polyline,,,0.9458,,,8,
2782,149.55,polyline,,,0.9495,,,7,
4576,149.55,polyline,,,0.9379,,,7,
4123,149.55,polyline,,,1.3651,,,7,
2205,149.55,polyline,,,0.9079,,,10,
864,149.55,cc_longest,180.0,1.3536,0.7632,1.288,90.0,9,"68,33;72,29"
463,144.81,polyline,,,0.8809,,,8,
4847,144.81,polyline,,,0.7621,,,8,
1374,144.81,polyline,,,1.0305,,,10,
2487,144.81,polyline,,,0.9899,,,8,
927,144.81,polyline,,,0.9797,,,8,
2201,141.46,polyline,,,1.016,,,9,
2698,141.46,polyline,,,0.9372,,,14,
1855,141.46,polyline,,,0.7805,,,0,
1384,141.46,polyline,,,0.8246,,,7,
5012,141.46,polyline,,,0.7756,,,0,
4967,141.46,polyline,,,1.106,,,7,
484,141.46,polyline,,,0.8774,,,7,
2170,136.72,polyline,,,1.316,,,8,
3771,136.72,polyline,,,0.8155,,,8,
4654,133.37,cc_longest,180.0,1.0797,1.9447,6.242,180.0,9,"470,418;472,424"
4390,133.37,cc_longest,180.0,1.1381,2.5231,5.083,151.8,7,"441,10;435,10"
253,133.37,polyline,,,0.8921,,,7,
3637,133.37,polyline,,,1.1041,,,7,
4665,133.37,polyline,,,1.2783,,,7,
1930,133.37,polyline,,,0.7863,,,7,
1314,133.37,polyline,,,0.7683,,,7,
742,133.37,polyline,,,0.6962,,,0,
1224,133.37,polyline,,,0.9698,,,7,
2469,133.37,cc_longest,180.0,1.1711,0.76,1.139,151.8,10,"233,408;236,403"
2959,133.37,polyline,,,0.7879,,,9,
1849,130.02,polyline,,,0.6994,,,6,
1671,130.02,cc_longest,180.0,1.0396,1.0048,1.807,163.2,8,"144,14;149,18"
4605,130.02,polyline,,,0.9918,,,6,
1588,125.28,polyline,,,0.8322,,,7,
877,125.28,polyline,,,1.1062,,,7,
1737,125.28,polyline,,,0.9274,,,7,
2405,125.28,polyline,,,0.9086,,,7,
4850,125.28,polyline,,,0.8588,,,7,
4066,121.93,polyline,,,1.3586,,,6,
675,121.93,polyline,,,0.9597,,,6,
4926,121.93,polyline,,,0.8056,,,6,
1547,121.93,polyline,,,0.753,,,0,
929,121.93,polyline,,,1.3409,,,6,
2997,121.93,polyline,,,1.205,,,0,
2404,121.93,polyline,,,0.5526,,,6,
3821,121.93,polyline,,,0.8491,,,6,
3638,121.93,polyline,,,0.6462,,,0,
4452,117.19,polyline,,,0.7823,,,7,
6,117.19,polyline,,,0.7449,,,7,
2992,117.19,polyline,,,1.23,,,11,
2500,117.19,polyline,,,0.9736,,,7,
13,117.19,polyline,,,1.1712,,,7,
25,117.19,polyline,,,0.9597,,,7,
21,117.19,polyline,,,0.8758,,,7,
18,117.19,polyline,,,0.8042,,,7,
3450,113.84,polyline,,,0.8478,,,0,
454,113.84,polyline,,,1.1929,,,6,
3490,113.84,polyline,,,1.097,,,6,
4690,113.84,polyline,,,0.8059,,,6,
3309,113.84,polyline,,,1.1125,,,6,
737,113.84,polyline,,,0.8968,,,6,
791,113.84,polyline,,,0.9501,,,0,
961,113.84,cc_longest,180.0,1.0823,1.5988,2.319,135.0,6,"81,312;76,310"
3897,113.84,polyline,,,0.6989,,,6,
3796,113.84,polyline,,,1.0309,,,6,
3672,113.84,polyline,,,1.0192,,,6,
2544,110.49,polyline,,,0.9394,,,0,
4853,110.49,polyline,,,0.5728,,,5,
2893,110.49,polyline,,,0.6885,,,0,
4350,110.49,polyline,,,0.8291,,,0,
2583,110.49,cc_longest,180.0,1.2649,0.8051,1.295,180.0,7,"243,201;247,203"
1389,110.49,polyline,,,1.0123,,,5,
2119,105.75,polyline,,,0.9886,,,6,
4,105.75,polyline,,,0.7643,,,6,
4312,105.75,cc_longest,180.0,1.0618,0.9894,1.301,151.8,7,"426,220;431,219"
2054,105.75,cc_longest,180.0,1.0618,0.9013,1.406,151.8,7,"193,21;192,16"
499,105.75,polyline,,,0.7976,,,6,
190,105.75,polyline,,,1.2642,,,6,
1746,105.75,polyline,,,1.2058,,,6,
544,105.75,polyline,,,1.2404,,,6,
2879,105.75,polyline,,,1.0125,,,6,
2777,105.75,cc_longest,180.0,1.0618,0.7793,0.93,151.8,7,"258,43;257,48"
1282,105.75,polyline,,,0.9246,,,6,
1141,105.75,cc_longest,180.0,1.0618,1.4031,2.269,151.8,7,"94,425;93,420"
890,105.75,polyline,,,0.7003,,,6,
3850,102.4,polyline,,,1.0111,,,5,
3854,102.4,polyline,,,1.0154,,,0,
4969,102.4,polyline,,,0.9519,,,0,
639,102.4,polyline,,,1.1797,,,0,
4704,102.4,polyline,,,0.8863,,,0,
732,102.4,polyline,,,0.6862,,,5,
3330,102.4,polyline,,,0.6767,,,5,
3206,102.4,cc_longest,180.0,1.0485,0.891,1.319,180.0,7,"299,363;296,367"
3234,102.4,polyline,,,0.6847,,,5,
1293,102.4,cc_longest,180.0,1.0485,1.0791,2.17,180.0,6,"109,18;112,22"
1422,102.4,polyline,,,1.4135,,,5,
2350,102.4,polyline,,,0.9284,,,5,
4652,102.4,polyline,,,0.7842,,,5,
2254,102.4,polyline,,,0.7,,,0,
277,102.4,polyline,,,0.7417,,,0,
1703,102.4,polyline,,,0.7689,,,0,
202,102.4,polyline,,,0.8252,,,0,
4024,102.4,polyline,,,0.6086,,,5,
2007,102.4,polyline,,,0.721,,,5,
